ID	Remark	Lv	MaxHP	MaxMP	AttackDamage	AttackPower	DefenseDamage	DefensePower	PenetrateDamage	PenetratePower	BloodDamage	BloodPower	Critical	CriticalDamage	CriticalRes	HPRegen	MPRegen	Ductility	MoveSpeed	CoolingReduction	DamageAdd	DamageDf	MonsterDamageAdd	MonsterDamageDf	MonsterGoldAdd	MonsterExpAdd	ActivityGoldAdd	ActivityExpAdd
3005	射手5级	5	448	972	90	0	72	54	36	0	45	0	45	15000	27	9	18	27	500	36	0	0	0	0	0	0	0	0
3006	射手6级	6	480	990	100	0	80	60	40	0	50	0	50	15000	30	10	20	30	500	40	0	0	0	0	0	0	0	0
3007	射手7级	7	512	1008	110	0	88	66	44	0	55	0	55	15000	33	11	22	33	500	44	0	0	0	0	0	0	0	0
3008	射手8级	8	544	1026	120	0	96	72	48	0	60	0	60	15000	36	12	24	36	500	48	0	0	0	0	0	0	0	0
3009	射手9级	9	576	1044	130	0	104	78	52	0	65	0	65	15000	39	13	26	39	500	52	0	0	0	0	0	0	0	0
3010	射手10级	10	608	1062	140	0	112	84	56	0	70	0	70	15000	42	14	28	42	500	56	0	0	0	0	0	0	0	0
3011	射手11级	11	640	1080	150	0	120	90	60	0	75	0	75	15000	45	15	30	45	500	60	0	0	0	0	0	0	0	0
3012	射手12级	12	672	1098	160	0	128	96	64	0	80	0	80	15000	48	16	32	48	500	64	0	0	0	0	0	0	0	0
3013	射手13级	13	704	1116	170	0	136	102	68	0	85	0	85	15000	51	17	34	51	500	68	0	0	0	0	0	0	0	0
3014	射手14级	14	736	1134	180	0	144	108	72	0	90	0	90	15000	54	18	36	54	500	72	0	0	0	0	0	0	0	0
3015	射手15级	15	768	1152	190	0	152	114	76	0	95	0	95	15000	57	19	38	57	500	76	0	0	0	0	0	0	0	0
3016	射手16级	16	800	1170	200	0	160	120	80	0	100	0	100	15000	60	20	40	60	500	80	0	0	0	0	0	0	0	0
3017	射手17级	17	832	1188	210	0	168	126	84	0	105	0	105	15000	63	21	42	63	500	84	0	0	0	0	0	0	0	0
3018	射手18级	18	864	1206	220	0	176	132	88	0	110	0	110	15000	66	22	44	66	500	88	0	0	0	0	0	0	0	0
3019	射手19级	19	896	1224	230	0	184	138	92	0	115	0	115	15000	69	23	46	69	500	92	0	0	0	0	0	0	0	0
3020	射手20级	20	928	1242	240	0	192	144	96	0	120	0	120	15000	72	24	48	72	500	96	0	0	0	0	0	0	0	0
3021	射手21级	21	960	1260	250	0	200	150	100	0	125	0	125	15000	75	25	50	75	500	100	0	0	0	0	0	0	0	0
3022	射手22级	22	992	1278	260	0	208	156	104	0	130	0	130	15000	78	26	52	78	500	104	0	0	0	0	0	0	0	0
3023	射手23级	23	1024	1296	270	0	216	162	108	0	135	0	135	15000	81	27	54	81	500	108	0	0	0	0	0	0	0	0
3024	射手24级	24	1056	1314	280	0	224	168	112	0	140	0	140	15000	84	28	56	84	500	112	0	0	0	0	0	0	0	0
3025	射手25级	25	1088	1332	290	0	232	174	116	0	145	0	145	15000	87	29	58	87	500	116	0	0	0	0	0	0	0	0
3026	射手26级	26	1120	1350	300	0	240	180	120	0	150	0	150	15000	90	30	60	90	500	120	0	0	0	0	0	0	0	0
3027	射手27级	27	1152	1368	310	0	248	186	124	0	155	0	155	15000	93	31	62	93	500	124	0	0	0	0	0	0	0	0
3028	射手28级	28	1184	1386	320	0	256	192	128	0	160	0	160	15000	96	32	64	96	500	128	0	0	0	0	0	0	0	0
3029	射手29级	29	1216	1404	330	0	264	198	132	0	165	0	165	15000	99	33	66	99	500	132	0	0	0	0	0	0	0	0
3030	射手30级	30	1248	1422	340	0	272	204	136	0	170	0	170	15000	102	34	68	102	500	136	0	0	0	0	0	0	0	0
3031	射手31级	31	1280	1440	350	0	280	210	140	0	175	0	175	15000	105	35	70	105	500	140	0	0	0	0	0	0	0	0
3032	射手32级	32	1312	1458	360	0	288	216	144	0	180	0	180	15000	108	36	72	108	500	144	0	0	0	0	0	0	0	0
3033	射手33级	33	1344	1476	370	0	296	222	148	0	185	0	185	15000	111	37	74	111	500	148	0	0	0	0	0	0	0	0
3034	射手34级	34	1376	1494	380	0	304	228	152	0	190	0	190	15000	114	38	76	114	500	152	0	0	0	0	0	0	0	0
3035	射手35级	35	1408	1512	390	0	312	234	156	0	195	0	195	15000	117	39	78	117	500	156	0	0	0	0	0	0	0	0
3036	射手36级	36	1440	1530	400	0	320	240	160	0	200	0	200	15000	120	40	80	120	500	160	0	0	0	0	0	0	0	0
3037	射手37级	37	1472	1548	410	0	328	246	164	0	205	0	205	15000	123	41	82	123	500	164	0	0	0	0	0	0	0	0
3038	射手38级	38	1504	1566	420	0	336	252	168	0	210	0	210	15000	126	42	84	126	500	168	0	0	0	0	0	0	0	0
3039	射手39级	39	1536	1584	430	0	344	258	172	0	215	0	215	15000	129	43	86	129	500	172	0	0	0	0	0	0	0	0
3040	射手40级	40	1568	1602	440	0	352	264	176	0	220	0	220	15000	132	44	88	132	500	176	0	0	0	0	0	0	0	0
3041	射手41级	41	1600	1620	450	0	360	270	180	0	225	0	225	15000	135	45	90	135	500	180	0	0	0	0	0	0	0	0
3042	射手42级	42	1632	1638	460	0	368	276	184	0	230	0	230	15000	138	46	92	138	500	184	0	0	0	0	0	0	0	0
3043	射手43级	43	1664	1656	470	0	376	282	188	0	235	0	235	15000	141	47	94	141	500	188	0	0	0	0	0	0	0	0
3044	射手44级	44	1696	1674	480	0	384	288	192	0	240	0	240	15000	144	48	96	144	500	192	0	0	0	0	0	0	0	0
3045	射手45级	45	1728	1692	490	0	392	294	196	0	245	0	245	15000	147	49	98	147	500	196	0	0	0	0	0	0	0	0
3046	射手46级	46	1760	1710	500	0	400	300	200	0	250	0	250	15000	150	50	100	150	500	200	0	0	0	0	0	0	0	0
3047	射手47级	47	1792	1728	510	0	408	306	204	0	255	0	255	15000	153	51	102	153	500	204	0	0	0	0	0	0	0	0
3048	射手48级	48	1824	1746	520	0	416	312	208	0	260	0	260	15000	156	52	104	156	500	208	0	0	0	0	0	0	0	0
3049	射手49级	49	1856	1764	530	0	424	318	212	0	265	0	265	15000	159	53	106	159	500	212	0	0	0	0	0	0	0	0
3050	射手50级	50	1888	1782	540	0	432	324	216	0	270	0	270	15000	162	54	108	162	500	216	0	0	0	0	0	0	0	0
3051	射手51级	51	1920	1800	550	0	440	330	220	0	275	0	275	15000	165	55	110	165	500	220	0	0	0	0	0	0	0	0
3052	射手52级	52	1952	1818	560	0	448	336	224	0	280	0	280	15000	168	56	112	168	500	224	0	0	0	0	0	0	0	0
3053	射手53级	53	1984	1836	570	0	456	342	228	0	285	0	285	15000	171	57	114	171	500	228	0	0	0	0	0	0	0	0
3054	射手54级	54	2016	1854	580	0	464	348	232	0	290	0	290	15000	174	58	116	174	500	232	0	0	0	0	0	0	0	0
3055	射手55级	55	2048	1872	590	0	472	354	236	0	295	0	295	15000	177	59	118	177	500	236	0	0	0	0	0	0	0	0
3056	射手56级	56	2080	1890	600	0	480	360	240	0	300	0	300	15000	180	60	120	180	500	240	0	0	0	0	0	0	0	0
3057	射手57级	57	2112	1908	610	0	488	366	244	0	305	0	305	15000	183	61	122	183	500	244	0	0	0	0	0	0	0	0
3058	射手58级	58	2144	1926	620	0	496	372	248	0	310	0	310	15000	186	62	124	186	500	248	0	0	0	0	0	0	0	0
3059	射手59级	59	2176	1944	630	0	504	378	252	0	315	0	315	15000	189	63	126	189	500	252	0	0	0	0	0	0	0	0
3060	射手60级	60	2208	1962	640	0	512	384	256	0	320	0	320	15000	192	64	128	192	500	256	0	0	0	0	0	0	0	0
3061	射手61级	61	2240	1980	650	0	520	390	260	0	325	0	325	15000	195	65	130	195	500	260	0	0	0	0	0	0	0	0
3062	射手62级	62	2272	1998	660	0	528	396	264	0	330	0	330	15000	198	66	132	198	500	264	0	0	0	0	0	0	0	0
3063	射手63级	63	2304	2016	670	0	536	402	268	0	335	0	335	15000	201	67	134	201	500	268	0	0	0	0	0	0	0	0
3064	射手64级	64	2336	2034	680	0	544	408	272	0	340	0	340	15000	204	68	136	204	500	272	0	0	0	0	0	0	0	0
3065	射手65级	65	2368	2052	690	0	552	414	276	0	345	0	345	15000	207	69	138	207	500	276	0	0	0	0	0	0	0	0
3066	射手66级	66	2400	2070	700	0	560	420	280	0	350	0	350	15000	210	70	140	210	500	280	0	0	0	0	0	0	0	0
3067	射手67级	67	2432	2088	710	0	568	426	284	0	355	0	355	15000	213	71	142	213	500	284	0	0	0	0	0	0	0	0
3068	射手68级	68	2464	2106	720	0	576	432	288	0	360	0	360	15000	216	72	144	216	500	288	0	0	0	0	0	0	0	0
3069	射手69级	69	2496	2124	730	0	584	438	292	0	365	0	365	15000	219	73	146	219	500	292	0	0	0	0	0	0	0	0
3070	射手70级	70	2528	2142	740	0	592	444	296	0	370	0	370	15000	222	74	148	222	500	296	0	0	0	0	0	0	0	0
3071	射手71级	71	2560	2160	750	0	600	450	300	0	375	0	375	15000	225	75	150	225	500	300	0	0	0	0	0	0	0	0
3072	射手72级	72	2592	2178	760	0	608	456	304	0	380	0	380	15000	228	76	152	228	500	304	0	0	0	0	0	0	0	0
3073	射手73级	73	2624	2196	770	0	616	462	308	0	385	0	385	15000	231	77	154	231	500	308	0	0	0	0	0	0	0	0
3074	射手74级	74	2656	2214	780	0	624	468	312	0	390	0	390	15000	234	78	156	234	500	312	0	0	0	0	0	0	0	0
3075	射手75级	75	2688	2232	790	0	632	474	316	0	395	0	395	15000	237	79	158	237	500	316	0	0	0	0	0	0	0	0
3076	射手76级	76	2720	2250	800	0	640	480	320	0	400	0	400	15000	240	80	160	240	500	320	0	0	0	0	0	0	0	0
3077	射手77级	77	2752	2268	810	0	648	486	324	0	405	0	405	15000	243	81	162	243	500	324	0	0	0	0	0	0	0	0
3078	射手78级	78	2784	2286	820	0	656	492	328	0	410	0	410	15000	246	82	164	246	500	328	0	0	0	0	0	0	0	0
3079	射手79级	79	2816	2304	830	0	664	498	332	0	415	0	415	15000	249	83	166	249	500	332	0	0	0	0	0	0	0	0
3080	射手80级	80	2848	2322	840	0	672	504	336	0	420	0	420	15000	252	84	168	252	500	336	0	0	0	0	0	0	0	0
3081	射手81级	81	2880	2340	850	0	680	510	340	0	425	0	425	15000	255	85	170	255	500	340	0	0	0	0	0	0	0	0
3082	射手82级	82	2912	2358	860	0	688	516	344	0	430	0	430	15000	258	86	172	258	500	344	0	0	0	0	0	0	0	0
3083	射手83级	83	2944	2376	870	0	696	522	348	0	435	0	435	15000	261	87	174	261	500	348	0	0	0	0	0	0	0	0
3084	射手84级	84	2976	2394	880	0	704	528	352	0	440	0	440	15000	264	88	176	264	500	352	0	0	0	0	0	0	0	0
3085	射手85级	85	3008	2412	890	0	712	534	356	0	445	0	445	15000	267	89	178	267	500	356	0	0	0	0	0	0	0	0
3086	射手86级	86	3040	2430	900	0	720	540	360	0	450	0	450	15000	270	90	180	270	500	360	0	0	0	0	0	0	0	0
3087	射手87级	87	3072	2448	910	0	728	546	364	0	455	0	455	15000	273	91	182	273	500	364	0	0	0	0	0	0	0	0
3088	射手88级	88	3104	2466	920	0	736	552	368	0	460	0	460	15000	276	92	184	276	500	368	0	0	0	0	0	0	0	0
3089	射手89级	89	3136	2484	930	0	744	558	372	0	465	0	465	15000	279	93	186	279	500	372	0	0	0	0	0	0	0	0
3090	射手90级	90	3168	2502	940	0	752	564	376	0	470	0	470	15000	282	94	188	282	500	376	0	0	0	0	0	0	0	0
3091	射手91级	91	3200	2520	950	0	760	570	380	0	475	0	475	15000	285	95	190	285	500	380	0	0	0	0	0	0	0	0
3092	射手92级	92	3232	2538	960	0	768	576	384	0	480	0	480	15000	288	96	192	288	500	384	0	0	0	0	0	0	0	0
3093	射手93级	93	3264	2556	970	0	776	582	388	0	485	0	485	15000	291	97	194	291	500	388	0	0	0	0	0	0	0	0
3094	射手94级	94	3296	2574	980	0	784	588	392	0	490	0	490	15000	294	98	196	294	500	392	0	0	0	0	0	0	0	0
3095	射手95级	95	3328	2592	990	0	792	594	396	0	495	0	495	15000	297	99	198	297	500	396	0	0	0	0	0	0	0	0
3096	射手96级	96	3360	2610	1000	0	800	600	400	0	500	0	500	15000	300	100	200	300	500	400	0	0	0	0	0	0	0	0
3097	射手97级	97	3392	2628	1010	0	808	606	404	0	505	0	505	15000	303	101	202	303	500	404	0	0	0	0	0	0	0	0
3098	射手98级	98	3424	2646	1020	0	816	612	408	0	510	0	510	15000	306	102	204	306	500	408	0	0	0	0	0	0	0	0
3099	射手99级	99	3456	2664	1030	0	824	618	412	0	515	0	515	15000	309	103	206	309	500	412	0	0	0	0	0	0	0	0
3100	射手100级	100	3488	2682	1040	0	832	624	416	0	520	0	520	15000	312	104	208	312	500	416	0	0	0	0	0	0	0	0
4001	刺客1级	1	360	800	50	0	45	40	25	0	20	0	25	15000	20	5	5	15	500	20	0	0	0	0	0	0	0	0
4002	刺客2级	2	396	816	60	0	54	48	30	0	24	0	30	15000	24	6	6	18	500	24	0	0	0	0	0	0	0	0
4003	刺客3级	3	432	832	70	0	63	56	35	0	28	0	35	15000	28	7	7	21	500	28	0	0	0	0	0	0	0	0
4004	刺客4级	4	468	848	80	0	72	64	40	0	32	0	40	15000	32	8	8	24	500	32	0	0	0	0	0	0	0	0
4005	刺客5级	5	504	864	90	0	81	72	45	0	36	0	45	15000	36	9	9	27	500	36	0	0	0	0	0	0	0	0
4006	刺客6级	6	540	880	100	0	90	80	50	0	40	0	50	15000	40	10	10	30	500	40	0	0	0	0	0	0	0	0
4007	刺客7级	7	576	896	110	0	99	88	55	0	44	0	55	15000	44	11	11	33	500	44	0	0	0	0	0	0	0	0
4008	刺客8级	8	612	912	120	0	108	96	60	0	48	0	60	15000	48	12	12	36	500	48	0	0	0	0	0	0	0	0
4009	刺客9级	9	648	928	130	0	117	104	65	0	52	0	65	15000	52	13	13	39	500	52	0	0	0	0	0	0	0	0
4010	刺客10级	10	684	944	140	0	126	112	70	0	56	0	70	15000	56	14	14	42	500	56	0	0	0	0	0	0	0	0
4011	刺客11级	11	720	960	150	0	135	120	75	0	60	0	75	15000	60	15	15	45	500	60	0	0	0	0	0	0	0	0
4012	刺客12级	12	756	976	160	0	144	128	80	0	64	0	80	15000	64	16	16	48	500	64	0	0	0	0	0	0	0	0
4013	刺客13级	13	792	992	170	0	153	136	85	0	68	0	85	15000	68	17	17	51	500	68	0	0	0	0	0	0	0	0
4014	刺客14级	14	828	1008	180	0	162	144	90	0	72	0	90	15000	72	18	18	54	500	72	0	0	0	0	0	0	0	0
4015	刺客15级	15	864	1024	190	0	171	152	95	0	76	0	95	15000	76	19	19	57	500	76	0	0	0	0	0	0	0	0
4016	刺客16级	16	900	1040	200	0	180	160	100	0	80	0	100	15000	80	20	20	60	500	80	0	0	0	0	0	0	0	0
4017	刺客17级	17	936	1056	210	0	189	168	105	0	84	0	105	15000	84	21	21	63	500	84	0	0	0	0	0	0	0	0
4018	刺客18级	18	972	1072	220	0	198	176	110	0	88	0	110	15000	88	22	22	66	500	88	0	0	0	0	0	0	0	0
4019	刺客19级	19	1008	1088	230	0	207	184	115	0	92	0	115	15000	92	23	23	69	500	92	0	0	0	0	0	0	0	0
4020	刺客20级	20	1044	1104	240	0	216	192	120	0	96	0	120	15000	96	24	24	72	500	96	0	0	0	0	0	0	0	0
4021	刺客21级	21	1080	1120	250	0	225	200	125	0	100	0	125	15000	100	25	25	75	500	100	0	0	0	0	0	0	0	0
4022	刺客22级	22	1116	1136	260	0	234	208	130	0	104	0	130	15000	104	26	26	78	500	104	0	0	0	0	0	0	0	0
4023	刺客23级	23	1152	1152	270	0	243	216	135	0	108	0	135	15000	108	27	27	81	500	108	0	0	0	0	0	0	0	0
4024	刺客24级	24	1188	1168	280	0	252	224	140	0	112	0	140	15000	112	28	28	84	500	112	0	0	0	0	0	0	0	0
4025	刺客25级	25	1224	1184	290	0	261	232	145	0	116	0	145	15000	116	29	29	87	500	116	0	0	0	0	0	0	0	0
4026	刺客26级	26	1260	1200	300	0	270	240	150	0	120	0	150	15000	120	30	30	90	500	120	0	0	0	0	0	0	0	0
4027	刺客27级	27	1296	1216	310	0	279	248	155	0	124	0	155	15000	124	31	31	93	500	124	0	0	0	0	0	0	0	0
4028	刺客28级	28	1332	1232	320	0	288	256	160	0	128	0	160	15000	128	32	32	96	500	128	0	0	0	0	0	0	0	0
4029	刺客29级	29	1368	1248	330	0	297	264	165	0	132	0	165	15000	132	33	33	99	500	132	0	0	0	0	0	0	0	0
4030	刺客30级	30	1404	1264	340	0	306	272	170	0	136	0	170	15000	136	34	34	102	500	136	0	0	0	0	0	0	0	0
4031	刺客31级	31	1440	1280	350	0	315	280	175	0	140	0	175	15000	140	35	35	105	500	140	0	0	0	0	0	0	0	0
4032	刺客32级	32	1476	1296	360	0	324	288	180	0	144	0	180	15000	144	36	36	108	500	144	0	0	0	0	0	0	0	0
4033	刺客33级	33	1512	1312	370	0	333	296	185	0	148	0	185	15000	148	37	37	111	500	148	0	0	0	0	0	0	0	0
4034	刺客34级	34	1548	1328	380	0	342	304	190	0	152	0	190	15000	152	38	38	114	500	152	0	0	0	0	0	0	0	0
4035	刺客35级	35	1584	1344	390	0	351	312	195	0	156	0	195	15000	156	39	39	117	500	156	0	0	0	0	0	0	0	0
4036	刺客36级	36	1620	1360	400	0	360	320	200	0	160	0	200	15000	160	40	40	120	500	160	0	0	0	0	0	0	0	0
4037	刺客37级	37	1656	1376	410	0	369	328	205	0	164	0	205	15000	164	41	41	123	500	164	0	0	0	0	0	0	0	0
4038	刺客38级	38	1692	1392	420	0	378	336	210	0	168	0	210	15000	168	42	42	126	500	168	0	0	0	0	0	0	0	0
4039	刺客39级	39	1728	1408	430	0	387	344	215	0	172	0	215	15000	172	43	43	129	500	172	0	0	0	0	0	0	0	0
4040	刺客40级	40	1764	1424	440	0	396	352	220	0	176	0	220	15000	176	44	44	132	500	176	0	0	0	0	0	0	0	0
4041	刺客41级	41	1800	1440	450	0	405	360	225	0	180	0	225	15000	180	45	45	135	500	180	0	0	0	0	0	0	0	0
4042	刺客42级	42	1836	1456	460	0	414	368	230	0	184	0	230	15000	184	46	46	138	500	184	0	0	0	0	0	0	0	0
4043	刺客43级	43	1872	1472	470	0	423	376	235	0	188	0	235	15000	188	47	47	141	500	188	0	0	0	0	0	0	0	0
4044	刺客44级	44	1908	1488	480	0	432	384	240	0	192	0	240	15000	192	48	48	144	500	192	0	0	0	0	0	0	0	0
4045	刺客45级	45	1944	1504	490	0	441	392	245	0	196	0	245	15000	196	49	49	147	500	196	0	0	0	0	0	0	0	0
4046	刺客46级	46	1980	1520	500	0	450	400	250	0	200	0	250	15000	200	50	50	150	500	200	0	0	0	0	0	0	0	0
4047	刺客47级	47	2016	1536	510	0	459	408	255	0	204	0	255	15000	204	51	51	153	500	204	0	0	0	0	0	0	0	0
4048	刺客48级	48	2052	1552	520	0	468	416	260	0	208	0	260	15000	208	52	52	156	500	208	0	0	0	0	0	0	0	0
4049	刺客49级	49	2088	1568	530	0	477	424	265	0	212	0	265	15000	212	53	53	159	500	212	0	0	0	0	0	0	0	0
4050	刺客50级	50	2124	1584	540	0	486	432	270	0	216	0	270	15000	216	54	54	162	500	216	0	0	0	0	0	0	0	0
4051	刺客51级	51	2160	1600	550	0	495	440	275	0	220	0	275	15000	220	55	55	165	500	220	0	0	0	0	0	0	0	0
4052	刺客52级	52	2196	1616	560	0	504	448	280	0	224	0	280	15000	224	56	56	168	500	224	0	0	0	0	0	0	0	0
4053	刺客53级	53	2232	1632	570	0	513	456	285	0	228	0	285	15000	228	57	57	171	500	228	0	0	0	0	0	0	0	0
4054	刺客54级	54	2268	1648	580	0	522	464	290	0	232	0	290	15000	232	58	58	174	500	232	0	0	0	0	0	0	0	0
4055	刺客55级	55	2304	1664	590	0	531	472	295	0	236	0	295	15000	236	59	59	177	500	236	0	0	0	0	0	0	0	0
4056	刺客56级	56	2340	1680	600	0	540	480	300	0	240	0	300	15000	240	60	60	180	500	240	0	0	0	0	0	0	0	0
4057	刺客57级	57	2376	1696	610	0	549	488	305	0	244	0	305	15000	244	61	61	183	500	244	0	0	0	0	0	0	0	0
4058	刺客58级	58	2412	1712	620	0	558	496	310	0	248	0	310	15000	248	62	62	186	500	248	0	0	0	0	0	0	0	0
4059	刺客59级	59	2448	1728	630	0	567	504	315	0	252	0	315	15000	252	63	63	189	500	252	0	0	0	0	0	0	0	0
4060	刺客60级	60	2484	1744	640	0	576	512	320	0	256	0	320	15000	256	64	64	192	500	256	0	0	0	0	0	0	0	0
4061	刺客61级	61	2520	1760	650	0	585	520	325	0	260	0	325	15000	260	65	65	195	500	260	0	0	0	0	0	0	0	0
4062	刺客62级	62	2556	1776	660	0	594	528	330	0	264	0	330	15000	264	66	66	198	500	264	0	0	0	0	0	0	0	0
4063	刺客63级	63	2592	1792	670	0	603	536	335	0	268	0	335	15000	268	67	67	201	500	268	0	0	0	0	0	0	0	0
4064	刺客64级	64	2628	1808	680	0	612	544	340	0	272	0	340	15000	272	68	68	204	500	272	0	0	0	0	0	0	0	0
4065	刺客65级	65	2664	1824	690	0	621	552	345	0	276	0	345	15000	276	69	69	207	500	276	0	0	0	0	0	0	0	0
4066	刺客66级	66	2700	1840	700	0	630	560	350	0	280	0	350	15000	280	70	70	210	500	280	0	0	0	0	0	0	0	0
4067	刺客67级	67	2736	1856	710	0	639	568	355	0	284	0	355	15000	284	71	71	213	500	284	0	0	0	0	0	0	0	0
4068	刺客68级	68	2772	1872	720	0	648	576	360	0	288	0	360	15000	288	72	72	216	500	288	0	0	0	0	0	0	0	0
4069	刺客69级	69	2808	1888	730	0	657	584	365	0	292	0	365	15000	292	73	73	219	500	292	0	0	0	0	0	0	0	0
4070	刺客70级	70	2844	1904	740	0	666	592	370	0	296	0	370	15000	296	74	74	222	500	296	0	0	0	0	0	0	0	0
4071	刺客71级	71	2880	1920	750	0	675	600	375	0	300	0	375	15000	300	75	75	225	500	300	0	0	0	0	0	0	0	0
4072	刺客72级	72	2916	1936	760	0	684	608	380	0	304	0	380	15000	304	76	76	228	500	304	0	0	0	0	0	0	0	0
4073	刺客73级	73	2952	1952	770	0	693	616	385	0	308	0	385	15000	308	77	77	231	500	308	0	0	0	0	0	0	0	0
4074	刺客74级	74	2988	1968	780	0	702	624	390	0	312	0	390	15000	312	78	78	234	500	312	0	0	0	0	0	0	0	0
4075	刺客75级	75	3024	1984	790	0	711	632	395	0	316	0	395	15000	316	79	79	237	500	316	0	0	0	0	0	0	0	0
4076	刺客76级	76	3060	2000	800	0	720	640	400	0	320	0	400	15000	320	80	80	240	500	320	0	0	0	0	0	0	0	0
4077	刺客77级	77	3096	2016	810	0	729	648	405	0	324	0	405	15000	324	81	81	243	500	324	0	0	0	0	0	0	0	0
4078	刺客78级	78	3132	2032	820	0	738	656	410	0	328	0	410	15000	328	82	82	246	500	328	0	0	0	0	0	0	0	0
4079	刺客79级	79	3168	2048	830	0	747	664	415	0	332	0	415	15000	332	83	83	249	500	332	0	0	0	0	0	0	0	0
4080	刺客80级	80	3204	2064	840	0	756	672	420	0	336	0	420	15000	336	84	84	252	500	336	0	0	0	0	0	0	0	0
4081	刺客81级	81	3240	2080	850	0	765	680	425	0	340	0	425	15000	340	85	85	255	500	340	0	0	0	0	0	0	0	0
4082	刺客82级	82	3276	2096	860	0	774	688	430	0	344	0	430	15000	344	86	86	258	500	344	0	0	0	0	0	0	0	0
4083	刺客83级	83	3312	2112	870	0	783	696	435	0	348	0	435	15000	348	87	87	261	500	348	0	0	0	0	0	0	0	0
4084	刺客84级	84	3348	2128	880	0	792	704	440	0	352	0	440	15000	352	88	88	264	500	352	0	0	0	0	0	0	0	0
4085	刺客85级	85	3384	2144	890	0	801	712	445	0	356	0	445	15000	356	89	89	267	500	356	0	0	0	0	0	0	0	0
4086	刺客86级	86	3420	2160	900	0	810	720	450	0	360	0	450	15000	360	90	90	270	500	360	0	0	0	0	0	0	0	0
4087	刺客87级	87	3456	2176	910	0	819	728	455	0	364	0	455	15000	364	91	91	273	500	364	0	0	0	0	0	0	0	0
4088	刺客88级	88	3492	2192	920	0	828	736	460	0	368	0	460	15000	368	92	92	276	500	368	0	0	0	0	0	0	0	0
4089	刺客89级	89	3528	2208	930	0	837	744	465	0	372	0	465	15000	372	93	93	279	500	372	0	0	0	0	0	0	0	0
4090	刺客90级	90	3564	2224	940	0	846	752	470	0	376	0	470	15000	376	94	94	282	500	376	0	0	0	0	0	0	0	0
4091	刺客91级	91	3600	2240	950	0	855	760	475	0	380	0	475	15000	380	95	95	285	500	380	0	0	0	0	0	0	0	0
4092	刺客92级	92	3636	2256	960	0	864	768	480	0	384	0	480	15000	384	96	96	288	500	384	0	0	0	0	0	0	0	0
4093	刺客93级	93	3672	2272	970	0	873	776	485	0	388	0	485	15000	388	97	97	291	500	388	0	0	0	0	0	0	0	0
4094	刺客94级	94	3708	2288	980	0	882	784	490	0	392	0	490	15000	392	98	98	294	500	392	0	0	0	0	0	0	0	0
4095	刺客95级	95	3744	2304	990	0	891	792	495	0	396	0	495	15000	396	99	99	297	500	396	0	0	0	0	0	0	0	0
4096	刺客96级	96	3780	2320	1000	0	900	800	500	0	400	0	500	15000	400	100	100	300	500	400	0	0	0	0	0	0	0	0
4097	刺客97级	97	3816	2336	1010	0	909	808	505	0	404	0	505	15000	404	101	101	303	500	404	0	0	0	0	0	0	0	0
4098	刺客98级	98	3852	2352	1020	0	918	816	510	0	408	0	510	15000	408	102	102	306	500	408	0	0	0	0	0	0	0	0
4099	刺客99级	99	3888	2368	1030	0	927	824	515	0	412	0	515	15000	412	103	103	309	500	412	0	0	0	0	0	0	0	0
4100	刺客100级	100	3924	2384	1040	0	936	832	520	0	416	0	520	15000	416	104	104	312	500	416	0	0	0	0	0	0	0	0
11001	战士-小怪1级	1	96	0	4	4	10	10	5	5	0	0	5	100	5	0	0	0	500	0	0	0	0	0	0	0	0	0
11002	战士-小怪2级	2	100	0	4	4	10	10	5	5	0	0	5	105	5	0	0	0	500	0	0	0	0	0	0	0	0	0
11003	战士-小怪3级	3	105	0	4	4	11	11	5	5	0	0	5	110	5	0	0	0	500	0	0	0	0	0	0	0	0	0
11004	战士-小怪4级	4	110	0	4	4	11	11	5	5	0	0	5	115	5	0	0	0	500	0	0	0	0	0	0	0	0	0
11005	战士-小怪5级	5	115	0	4	4	12	12	6	6	0	0	6	121	6	0	0	0	500	0	0	0	0	0	0	0	0	0
11006	战士-小怪6级	6	121	0	5	5	12	12	6	6	0	0	6	127	6	0	0	0	500	0	0	0	0	0	0	0	0	0
11007	战士-小怪7级	7	126	0	5	5	13	13	6	6	0	0	6	133	6	0	0	0	500	0	0	0	0	0	0	0	0	0
11008	战士-小怪8级	8	132	0	5	5	13	13	6	6	0	0	6	139	6	0	0	0	500	0	0	0	0	0	0	0	0	0
11009	战士-小怪9级	9	139	0	5	5	14	14	7	7	0	0	7	146	7	0	0	0	500	0	0	0	0	0	0	0	0	0
11010	战士-小怪10级	10	145	0	6	6	15	15	7	7	0	0	7	152	7	0	0	0	500	0	0	0	0	0	0	0	0	0
11011	战士-小怪11级	11	152	0	6	6	15	15	8	8	0	0	8	160	8	0	0	0	500	0	0	0	0	0	0	0	0	0
11012	战士-小怪12级	12	160	0	6	6	16	16	8	8	0	0	8	167	8	0	0	0	500	0	0	0	0	0	0	0	0	0
11013	战士-小怪13级	13	167	0	7	7	17	17	8	8	0	0	8	175	8	0	0	0	500	0	0	0	0	0	0	0	0	0
11014	战士-小怪14级	14	175	0	7	7	18	18	9	9	0	0	9	184	9	0	0	0	500	0	0	0	0	0	0	0	0	0
11015	战士-小怪15级	15	184	0	7	7	19	19	9	9	0	0	9	192	9	0	0	0	500	0	0	0	0	0	0	0	0	0
