ID	Word	Type
1447	懷特	3
1448	鍰	3
1449	皇軍	3
1450	黃伯源	3
1451	黃慈萍	3
1452	黃禍	3
1453	黃劍輝	3
1454	黃金幼龍	3
1455	黃菊	3
1456	黃片	3
1457	黃翔	3
1458	黃義交	3
1459	黃仲生	3
1460	回民暴動	3
1461	噦	3
1462	繢	3
1463	毀滅步兵	3
1464	毀滅騎士	3
1465	毀滅射手	3
1466	昏迷圖騰	3
1467	混亂的圖騰	3
1468	鍃	3
1469	活動	3
1470	擊倒圖騰	3
1471	擊傷的圖騰	3
1472	鶏8	3
1473	鶏八	3
1474	鶏巴	3
1475	鶏吧	3
1476	鶏鶏	3
1477	鶏奸	3
1478	鶏毛信文匯	3
1479	鶏女	3
1480	鶏院	3
1481	姬勝德	3
1482	積克館	3
1483	賫	3
1484	鱭	3
1485	賈廷安	3
1486	賈育台	3
1487	戔	3
1488	監視塔	3
1489	監視塔哨兵	3
1490	監視塔哨兵隊長	3
1491	鰹	3
1492	韉	3
1493	簡肇棟	3
1494	建國黨	3
1495	賤B	3
1496	賤bi	3
1497	賤逼	3
1498	賤比	3
1499	賤貨	3
1500	賤人	3
1501	賤種	3
1502	江八點	3
1503	江羅	3
1504	江綿恒	3
1505	江戲子	3
1506	江則民	3
1507	江澤慧	3
1508	江賊	3
1509	江賊民	3
1510	薑春雲	3
1511	將則民	3
1512	僵賊	3
1513	僵賊民	3
1514	講法	3
1515	蔣介石	3
1516	蔣中正	3
1517	降低命中的圖騰	3
1518	醬猪媳	3
1519	撟	3
1520	狡猾的達夫	3
1521	矯健的馬努爾	3
1522	嶠	3
1523	教養院	3
1524	癤	3
1525	揭批書	3
1526	訐	3
1527	她媽	3
1528	届中央政治局委員	3
1529	金槍不倒	3
1530	金堯如	3
1531	金澤辰	3
1532	巹	3
1533	錦濤	3
1534	經文	3
1535	經血	3
1536	莖候佳陰	3
1537	荊棘護衛兵	3
1538	靖國神社	3
1539	㈨	3
1540	舊斗篷哨兵	3
1541	齟	3
1542	巨槌騎兵	3
1543	巨鐵角哈克	3
1544	鋸齒通道被遺弃的骷髏	3
1545	鋸齒通道骷髏	3
1546	屨	3
1547	棬	3
1548	絕望之地	3
1549	譎	3
1550	軍妓	3
1551	開苞	3
1552	開放雜志	3
1553	凱奧勒尼什	3
1554	凱爾本	3
1555	凱爾雷斯	3
1556	凱特切爾	3
1557	砍翻一條街	3
1558	看中國	3
1559	闞	3
1560	靠你媽	3
1561	柯賜海	3
1562	柯建銘	3
1563	科萊爾	3
1564	克萊恩	3
1565	克萊特	3
1566	克勞森	3
1567	客戶服務	3
1568	緙	3
1569	空氣精靈	3
1570	空虛的伊坤	3
1571	空虛之地	3
1572	恐怖主義	3
1573	瞘	3
1574	嚳	3
1575	鄺錦文	3
1576	貺	3
1577	昆圖	3
1578	拉姆斯菲爾德	3
1579	拉皮條	3
1580	萊特	3
1581	賴士葆	3
1582	蘭迪	3
1583	爛B	3
1584	爛逼	3
1585	爛比	3
1586	爛袋	3
1587	爛貨	3
1588	濫B	3
1589	濫逼	3
1590	濫比	3
1591	濫貨	3
1592	濫交	3
1593	勞動教養所	3
1594	勞改	3
1595	勞教	3
1596	鰳	3
1597	雷尼亞	3
1598	誄	3
1599	李紅痔	3
1600	李洪寬	3
1601	李繼耐	3
1602	李蘭菊	3
1603	李老師	3
1604	李錄	3
1605	李祿	3
1606	李慶安	3
1607	李慶華	3
1608	李淑嫻	3
1609	李鐵映	3
1610	李旺陽	3
1611	李小鵬	3
1612	李月月鳥	3
1613	李志綏	3
1614	李總理	3
1615	李總統	3
1616	裏菲斯	3
1617	鱧	3
1618	轢	3
1619	躒	3
1620	奩	3
1621	連方瑀	3
1622	連惠心	3
1623	連勝德	3
1624	連勝文	3
1625	連戰	3
1626	聯總	3
1627	廉政大論壇	3
1628	煉功	3
1629	兩岸關係	3
1630	兩岸三地論壇	3
1631	兩個中國	3
1632	兩會	3
1633	兩會報道	3
1634	兩會新聞	3
1635	廖錫龍	3
1636	林保華	3
1637	林長盛	3
1638	林佳龍	3
1639	林信義	3
1640	林正勝	3
1641	林重謨	3
1642	躪	3
1643	淩鋒	3
1644	劉賓深	3
1645	劉賓雁	3
1646	劉剛	3
1647	劉國凱	3
1648	劉華清	3
1649	劉俊國	3
1650	劉凱中	3
1651	劉千石	3
1652	劉青	3
1653	劉山青	3
1654	劉士賢	3
1655	劉文勝	3
1656	劉文雄	3
1657	劉曉波	3
1658	劉曉竹	3
1659	劉永川	3
1660	㈥	3
1661	鷚	3
1662	龍虎豹	3
1663	龍火之心	3
1664	盧卡	3
1665	盧西德	3
1666	陸委會	3
1667	輅	3
1668	呂京花	3
1669	呂秀蓮	3
1670	亂交	3
1671	亂倫	3
1672	亂輪	3
1673	鋝	3
1674	掄功	3
1675	倫功	3
1676	輪大	3
1677	輪功	3
1678	輪奸	3
1679	論壇管理員	3
1680	羅福助	3
1681	羅幹	3
1682	羅禮詩	3
1683	羅文嘉	3
1684	羅志明	3
1685	腡	3
1686	濼	3
1687	洛克菲爾特	3
1688	媽B	3
1689	媽比	3
1690	媽的	3
1691	媽批	3
1692	馬大維	3
1693	馬克思	3
1694	馬良駿	3
1695	馬三家	3
1696	馬時敏	3
1697	馬特斯	3
1698	馬英九	3
1699	馬永成	3
1700	瑪麗亞	3
1701	瑪雅	3
1702	嗎的	3
1703	嗎啡	3
1704	勱	3
1705	麥克斯	3
1706	賣逼	3
1707	賣比	3
1708	賣國	3
1709	賣騷	3
1710	賣淫	3
1711	瞞報	3
1712	毛厠洞	3
1713	毛賊	3
1714	毛賊東	3
1715	美國	3
1716	美國參考	3
1717	美國佬	3
1718	美國之音	3
1719	蒙獨	3
1720	蒙古達子	3
1721	蒙古獨	3
1722	蒙古獨立	3
1723	禰	3
1724	羋	3
1725	綿恒	3
1726	黽	3
1727	民國	3
1728	民進黨	3
1729	民聯	3
1730	民意論壇	3
1731	民陣	3
1732	民主墻	3
1733	緡	3
1734	湣	3
1735	鰵	3
1736	摸你鶏巴	3
1737	莫偉强	3
1738	木子論壇	3
1739	內褲	3
1740	內衣	3
1741	那嗎B	3
1742	那嗎逼	3
1743	那嗎錯比	3
1744	那嗎老比	3
1745	那嗎瘟比	3
1746	那娘錯比	3
1747	納粹	3
1748	奶頭	3
1749	南大自由論壇	3
1750	南蠻子	3
1751	鬧事	3
1752	能樣	3
1753	尼奧夫	3
1754	倪育賢	3
1755	鯢	3
1756	你媽	3
1757	你媽逼	3
1758	你媽比	3
1759	你媽的	3
1760	你媽了妹	3
1761	你說我說論壇	3
1762	你爺	3
1763	娘餓比	3
1764	捏你鶏巴	3
1765	儂著岡巒	3
1766	儂著卵拋	3
1767	奴隸魔族士兵	3
1768	女幹	3
1769	女主人羅姬馬莉	3
1770	儺	3
1771	諾姆	3
1772	潘國平	3
1773	蹣	3
1774	龐建國	3
1775	泡沫經濟	3
1776	轡	3
1777	噴你	3
1778	皮條客	3
1779	羆	3
1780	諞	3
1781	潑婦	3
1782	齊墨	3
1783	齊諾	3
1784	騎你	3
1785	磧	3
1786	僉	3
1787	鈐	3
1788	錢達	3
1789	錢國梁	3
1790	錢其琛	3
1791	膁	3
1792	槧	3
1793	錆	3
1794	繰	3
1795	喬石	3
1796	喬伊	3
1797	橋侵襲兵	3
1798	譙	3
1799	鞽	3
1800	篋	3
1801	親美	3
1802	親民黨	3
1803	親日	3
1804	欽本立	3
1805	禽獸	3
1806	唚	3
1807	輕舟快訊	3
1808	情婦	3
1809	情獸	3
1810	檾	3
1811	慶紅	3
1812	丘垂貞	3
1813	詘	3
1814	去你媽的	3
1815	闃	3
1816	全國兩會	3
1817	全國人大	3
1818	犬	3
1819	綣	3
1820	瘸腿幫	3
1821	愨	3
1822	讓你操	3
1823	熱比婭	3
1824	熱站政論網	3
1825	人民報	3
1826	人民大會堂	3
1827	人民內情真相	3
1828	人民真實	3
1829	人民之聲論壇	3
1830	人權	3
1831	日本	3
1832	日軍	3
1833	日內瓦金融	3
1834	日你媽	3
1835	日你爺爺	3
1836	日朱駿	3
1837	顬	3
1838	乳頭	3
1839	乳暈	3
1840	瑞士金融大學	3
1841	薩達姆	3
1842	三K黨	3
1843	三個代表	3
1844	三級片	3
1845	三去車侖工力	3
1846	㈢	3
1847	毿	3
1848	糝	3
1849	騷B	3
1850	騷棒	3
1851	騷包	3
1852	騷逼	3
1853	騷棍	3
1854	騷貨	3
1855	騷鶏	3
1856	騷卵	3
1857	殺你全家	3
1858	殺你一家	3
1859	殺人犯	3
1860	傻鳥	3
1861	煞筆	3
1862	山口組	3
1863	善惡有報	3
1864	上訪	3
1865	上海幫	3
1866	上海孤兒院	3
1867	厙	3
1868	社會主義	3
1869	射了還說要	3
1870	灄	3
1871	詵	3
1872	神經病	3
1873	諗	3
1874	生孩子沒屁眼	3
1875	生命分流的圖騰	3
1876	澠	3
1877	聖射手	3
1878	聖戰	3
1879	盛華仁	3
1880	濕了還說不要	3
1881	濕了還說要	3
1882	釃	3
1883	鯴	3
1884	㈩	3
1885	石化圖騰	3
1886	石拳戰鬥兵	3
1887	時代論壇	3
1888	時事論壇	3
1889	鰣	3
1890	史萊姆	3
1891	史萊姆王	3
1892	士兵管理員瓦爾臣	3
1893	世界經濟導報	3
1894	事實獨立	3
1895	侍從貝赫爾特	3
1896	侍從倫斯韋	3
1897	貰	3
1898	攄	3
1899	數據中國	3
1900	雙十節	3
1901	氵去車侖工力	3
1902	氵去車侖工力?	3
1903	稅力	3
1904	司馬晋	3
1905	司馬璐	3
1906	司徒華	3
1907	私?服	3
1908	私處	3
1909	思科羅	3
1910	斯諾	3
1911	斯皮爾德	3
1912	四川獨	3
1913	四川獨立	3
1914	四人幫	3
1915	㈣	3
1916	宋書元	3
1917	藪	3
1918	蘇菲爾	3
1919	蘇拉	3
1920	蘇南成	3
1921	蘇紹智	3
1922	蘇特勒守護兵	3
1923	蘇特勤	3
1924	蘇特勤護衛兵	3
1925	蘇特勤魔法師	3
1926	蘇曉康	3
1927	蘇盈貴	3
1928	蘇貞昌	3
1929	誶	3
1930	碎片製造商人馬克	3
1931	碎片製造商人蘇克	3
1932	孫大千	3
1933	孫中山	3
1934	他媽	3
1935	他媽的	3
1936	他嗎的	3
1937	他母親	3
1938	塔內	3
1939	塔烏	3
1940	鰨	3
1941	闥	3
1942	臺盟	3
1943	臺灣帝國	3
1944	臺灣獨立	3
1945	臺灣獨	3
1946	臺灣共産黨	3
1947	臺灣狗	3
1948	臺灣建國運動組織	3
1949	臺灣民國	3
1950	臺灣青年獨立聯盟	3
1951	臺灣政論區	3
1952	臺灣自由聯盟	3
1953	鮐	3
1954	太監	3
1955	泰奴橋警衛兵	3
1956	泰奴橋掠奪者	3
1957	湯光中	3
1958	唐柏橋	3
1959	鞀	3
1960	謄	3
1961	天安門	3
1962	天安門錄影帶	3
1963	天安門事件	3
1964	天安門屠殺	3
1965	天安門一代	3
1966	天閹	3
1967	田紀雲	3
1968	齠	3
1969	鰷	3
1970	銚	3
1971	庭院警衛兵	3
1972	統獨	3
1973	統獨論壇	3
1974	統戰	3
1975	頭領奧馬	3
1976	頭領墳墓管理員	3
1977	圖書管理員卡特	3
1978	屠殺	3
1979	團長戈登	3
1980	團員馬爾汀	3
1981	摶	3
1982	鼉	3
1983	籜	3
1984	膃	3
1985	外交論壇	3
1986	外交與方略	3
1987	晚年周恩來	3
1988	綰	3
1989	萬里	3
1990	萬潤南	3
1991	萬維讀者論壇	3
1992	萬曉東	3
1993	王寶森	3
1994	王超華	3
1995	王輔臣	3
1996	王剛	3
1997	王涵萬	3
1998	王滬寧	3
1999	王軍濤	3
2000	王樂泉	3
2001	王潤生	3
2002	王世堅	3
2003	王世勛	3
2004	王秀麗	3
2005	王兆國	3
2006	網禪	3
2007	網特	3
2008	猥褻	3
2009	鮪	3
2010	溫B	3
2011	溫逼	3
2012	溫比	3
2013	溫家寶	3
2014	溫元凱	3
2015	閿	3
2016	無界瀏覽器	3
2017	吳百益	3
2018	吳敦義	3
2019	吳方城	3
2020	吳弘達	3
2021	吳宏達	3
2022	吳仁華	3
2023	吳淑珍	3
2024	吳學燦	3
2025	吳學璨	3
2026	吳育升	3
2027	吳志芳	3
2028	西藏獨	3
2029	吸收的圖騰	3
2030	吸血獸	3
2031	覡	3
2032	洗腦	3
2033	系統	3
2034	系統公告	3
2035	餼	3
2036	郤	3
2037	下賤	3
2038	下體	3
2039	薟	3
2040	躚	3
2041	鮮族	3
2042	獫	3
2043	蜆	3
2044	峴	3
2045	現金	3
2046	現金交易	3
2047	獻祭的圖騰	3
2048	鯗	3
2049	項懷誠	3
2050	項小吉	3
2051	嘵	3
2052	小B樣	3
2053	小比樣	3
2054	小參考	3
2055	小鶏鶏	3
2056	小靈通	3
2057	小泉純一郎	3
2058	謝長廷	3
2059	謝深山	3
2060	謝選駿	3
2061	謝中之	3
2062	辛灝年	3
2063	新觀察論壇	3
2064	新華舉報	3
2065	新華內情	3
2066	新華通論壇	3
2067	新疆獨	3
2068	新生網	3
2069	新手訓練營	3
2070	新聞出版總署	3
2071	新聞封鎖	3
2072	新義安	3
2073	新語絲	3
2074	信用危機	3
2075	邢錚	3
2076	性愛	3
2077	性無能	3
2078	修煉	3
2079	頊	3
2080	虛弱圖騰	3
2081	虛無的飽食者	3
2082	徐國舅	3
2083	許財利	3
2084	許家屯	3
2085	許信良	3
2086	諼	3
2087	薛偉	3
2088	學潮	3
2089	學聯	3
2090	學運	3
2091	學自聯	3
2092	澩	3
2093	閹狗	3
2094	訁	3
2095	嚴家其	3
2096	嚴家祺	3
2097	閻明複	3
2098	顔清標	3
2099	顔慶章	3
2100	顔射	3
2101	讞	3
2102	央視內部晚會	3
2103	陽具	3
2104	陽痿	3
2105	陽物	3
2106	楊懷安	3
2107	楊建利	3
2108	楊巍	3
2109	楊月清	3
2110	楊周	3
2111	姚羅	3
2112	姚月謙	3
2113	軺	3
2114	搖頭丸	3
2115	藥材商人蘇耐得	3
2116	藥水	3
2117	耶穌	3
2118	野鶏	3
2119	葉菊蘭	3
2120	夜話紫禁城	3
2121	一陀糞	3
2122	㈠	3
2123	伊莎貝爾	3
2124	伊斯蘭	3
2125	伊斯蘭亞格林尼斯	3
2126	遺精	3
2127	議長阿茵斯塔	3
2128	議員斯格文德	3
2129	异見人士	3
2130	异型叛軍	3
2131	异議人士	3
2132	易丹軒	3
2133	意志不堅的圖騰	3
2134	瘞	3
2135	陰部	3
2136	陰唇	3
2137	陰道	3
2138	陰蒂	3
2139	陰戶	3
2140	陰莖	3
2141	陰精	3
2142	陰毛	3
2143	陰門	3
2144	陰囊	3
2145	陰水	3
2146	淫蕩	3
2147	淫穢	3
2148	淫貨	3
2149	淫賤	3
2150	尹慶民	3
2151	引導	3
2152	隱者之路	3
2153	鷹眼派氏族	3
2154	硬直圖騰	3
2155	憂鬱的艾拉	3
2156	尤比亞	3
2157	由喜貴	3
2158	游蕩的僵尸	3
2159	游蕩的士兵	3
2160	游蕩爪牙	3
2161	游錫坤	3
2162	游戲管理員	3
2163	友好的魯德	3
2164	幼齒	3
2165	幼龍	3
2166	于幼軍	3
2167	余英時	3
2168	漁夫菲斯曼	3
2169	輿論	3
2170	輿論反制	3
2171	傴	3
2172	宇明網	3
2173	齬	3
2174	飫	3
2175	鵒	3
2176	元老蘭提(沃德）	3
2177	圓滿	3
2178	緣圈圈	3
2179	遠志明	3
2180	月經	3
2181	韞	3
2182	雜種	3
2183	鏨	3
2184	造愛	3
2185	則民	3
2186	擇民	3
2187	澤夫	3
2188	澤民	3
2189	賾	3
2190	賊民	3
2191	譖	3
2192	扎卡維是英雄	3
2193	驏	3
2194	張伯笠	3
2195	張博雅	3
2196	張鋼	3
2197	張健	3
2198	張林	3
2199	張清芳	3
2200	張偉國	3
2201	張溫鷹	3
2202	張昭富	3
2203	張志清	3
2204	章孝嚴	3
2205	帳號	3
2206	賬號	3
2207	招鶏	3
2208	趙海青	3
2209	趙建銘	3
2210	趙南	3
2211	趙品潞	3
2212	趙曉微	3
2213	趙紫陽	3
2214	貞操	3
2215	鎮壓	3
2216	爭鳴論壇	3
2217	正見網	3
2218	正義黨論壇	3
2219	㊣	3
2220	鄭寶清	3
2221	鄭麗文	3
2222	鄭義	3
2223	鄭餘鎮	3
2224	鄭源	3
2225	鄭運鵬	3
2226	政權	3
2227	政治反對派	3
2228	縶	3
2229	躑	3
2230	指點江山論壇	3
2231	騭	3
2232	觶	3
2233	躓	3
2234	中毒的圖騰	3
2235	中毒圖騰	3
2236	中俄邊界	3
2237	中國復興論壇	3
2238	中國共産黨	3
2239	中國孤兒院	3
2240	中國和平	3
2241	中國論壇	3
2242	中國社會進步黨	3
2243	中國社會論壇	3
2244	中國威脅論	3
2245	中國問題論壇	3
2246	中國移動通信	3
2247	中國真實內容	3
2248	中國之春	3
2249	中國猪	3
2250	中華大地	3
2251	中華大衆	3
2252	中華講清	3
2253	中華民國	3
2254	中華人民實話實說	3
2255	中華人民正邪	3
2256	中華時事	3
2257	中華養生益智功	3
2258	中華真實報道	3
2259	中央電視臺	3
2260	鐘山風雨論壇	3
2261	周鋒鎖	3
2262	周守訓	3
2263	朱鳳芝	3
2264	朱立倫	3
2265	朱溶劑	3
2266	㈱	3
2267	猪聾畸	3
2268	主攻指揮官	3
2269	主義	3
2270	助手威爾特	3
2271	專制	3
2272	顓	3
2273	轉化	3
2274	諑	3
2275	資本主義	3
2276	鯔	3
2277	子宮	3
2278	自民黨	3
2279	自由民主論壇	3
2280	總理	3
2281	諏	3
2282	鯫	3
2283	躦	3
2284	纘	3
2285	作愛	3
2286	做愛	3
2287	胡总书记	3
2288	景涛	3
2289	大纪元	3
2290	大纪元新闻网	3
2291	燕玲论坛	3
2292	他妈的	3
2293	煞笔	3
2294	性交	3
2295	口交	3
2296	婊子	3
2297	妓女	3
2298	她妈	3
2299	牛逼	3
2300	牛B	3
2301	牛比	3
2302	煞笔	3
2303	傻逼	3
2304	操你妈	3
2305	装逼	3
2306	日你妈	3
2307	不玩了	3
2308	删号	3
2309	卖号	3
2310	删号	3
2311	妈的	3
2312	妈逼	3
2313	草你妈	3
2314	出售账号	3
2315	出售此号	3
2316	卖号	3
2317	吗的	3
2318	8仙	3
2319	狗日	3
2320	出售神符	3
2321	色情	3
2322	黄色	3
2323	藏独	3
2324	台独	3
2325	法轮大法	3
2326	*法*轮*功*	3
2327	*李*洪*志*阿扁	3
2328	阿扁万岁	3
2329	阿拉	3
2330	阿拉法特	3
2331	挨球	3
2332	安南	3
2333	安全局	3
2334	澳洲光明网	3
2335	八九	3
2336	八九风波	3
2337	办理文凭	3
2338	办理证件	3
2339	包皮	3
2340	保钓	3
2341	保监会	3
2342	保密局	3
2343	鸨	3
2344	鲍岳桥	3
2345	暴动	3
2346	暴乱	3
2347	暴徒	3
2348	北京之春	3
2349	贝肉	3
2350	本?拉登	3
2351	本?拉登	3
2352	苯比	3
2353	笨屄	3
2354	笨逼	3
2355	屄	3
2356	屄毛	3
2357	逼毛	3
2358	逼你老母	3
2359	逼样	3
2360	比毛	3
2361	婊	3
2362	婊子	3
2363	宾周	3
2364	冰毒	3
2365	波霸	3
2366	博讯	3
2367	薄一波	3
2368	布莱尔	3
2369	布雷尔	3
2370	布什	3
2371	财政部	3
2372	参事室	3
2373	藏独	3
2374	藏独	3
2375	藏独	3
2376	操	3
2377	操逼	3
2378	操比	3
2379	操蛋	3
2380	操你	3
2381	交媾	3
2382	小姐兼职	3
2383	交媾	3
2384	西藏314事件	3
2385	新疆7.5事件	3
2386	乱伦	3
2387	毛片	3
2388	黄片	3
2389	交配	3
2390	群交	3
2391	小姐兼职	3
2392	茉莉花革命	3
2393	操你八辈祖宗	3
2394	操你妈	3
2395	操你妈屄	3
2396	操他	3
2397	曹刚川	3
2398	草的你妈	3
2399	草妈	3
2400	草你妈	3
2401	草拟妈	3
2402	肏	3
2403	测绘局	3
2404	插Gm	3
2405	插gM	3
2406	插妳	3
2407	插你	3
2408	插你妈	3
2409	插深些	3
2410	产权局	3
2411	朝鲜	3
2412	车臣	3
2413	车仑	3
2414	陈功	3
2415	陈良宇	3
2416	陈水扁	3
2417	陈希同	3
2418	陈晓宁	3
2419	陈毅	3
2420	陈至立	3
2421	成人电影	3
2422	成人片	3
2423	吃大便	3
2424	吃屎	3
2425	迟浩田	3
2426	赤匪	3
2427	抽插	3
2428	抽你丫的	3
2429	臭化西	3
2430	出售假币	3
2431	出售枪支	3
2432	吹喇叭	3
2433	吹箫	3
2434	春药	3
2435	蠢猪	3
2436	戳你	3
2437	粗制吗啡	3
2438	催情药	3
2439	达赖	3
2440	达赖喇嘛	3
2441	打炮	3
2442	大逼	3
2443	大便	3
2444	大波波	3
2445	大麻	3
2446	大麻树脂	3
2447	大麻油	3
2448	大师	3
2449	戴维教	3
2450	大学骚乱	3
2451	大血B	3
2452	大血比	3
2453	呆卵	3
2454	戴海静	3
2455	戴红	3
2456	戴晶	3
2457	戴维教	3
2458	党主席	3
2459	荡妇	3
2460	档案局	3
2461	盗窃犯	3
2462	道教	3
2463	电监会	3
2464	叼你	3
2465	叼你妈	3
2466	屌	3
2467	屌7	3
2468	屌鸠	3
2469	屌毛	3
2470	屌妳	3
2471	屌七	3
2472	屌西	3
2473	钓鱼台	3
2474	丁关根	3
2475	丁子霖	3
2476	东北独立	3
2477	东升	3
2478	东条英机	3
2479	东突	3
2480	东突暴动和独立	3
2481	东突组织	3
2482	东亚病夫	3
2483	董建华	3
2484	董贱华	3
2485	董文华	3
2486	懂文华	3
2487	独立	3
2488	独立台湾会	3
2489	恩格斯	3
2490	二B	3
2491	二屄	3
2492	二逼	3
2493	二乙基酰胺发抡	3
2494	发抡功	3
2495	发伦	3
2496	发轮	3
2497	发论	3
2498	客服	3
2499	发论功	3
2500	发骚	3
2501	法(轮)功	3
2502	法*轮*功	3
2503	法功	3
2504	法愣	3
2505	法仑	3
2506	法轮	3
2507	法轮大法	3
2508	法西斯	3
2509	法制办	3
2510	反动	3
2511	反革命	3
2512	发票	3
2513	冰粉	3
2514	性奴	3
2515	反共	3
2516	反华	3
2517	反日	3
2518	反政府	3
2519	分裂祖国	3
2520	佛教	3
2521	佛展千手法	3
2522	佛祖	3
2523	斧头镰刀	3
2524	阝月	3
2525	傅鹏	3
2526	傅作义	3
2527	干拎娘	3
2528	干妳	3
2529	干妳妈	3
2530	干妳娘	3
2531	干你	3
2532	你妈	3
2533	干你妈逼	3
2534	干你娘	3
2535	干七八	3
2536	干死你	3
2537	肛	3
2538	肛交	3
2539	肛门	3
2540	港澳办	3
2541	高俊	3
2542	高丽棒子	3
2543	高校暴乱	3
2544	高校群体事件	3
2545	高校骚乱	3
2546	睾	3
2547	睾丸	3
2548	膏药旗	3
2549	弓虽女干	3
2550	公安	3
2551	公安部	3
2552	公安局	3
2553	共产主义	3
2554	共匪	3
2555	共狗	3
2556	狗b	3
2557	狗操	3
2558	狗卵	3
2559	狗娘	3
2560	狗屁	3
2561	狗日	3
2562	狗日的	3
2563	狗屎	3
2564	观世音	3
2565	官逼民反	3
2566	官商勾结	3
2567	龟儿子	3
2568	龟公	3
2569	龟孙子	3
2570	龟头	3
2571	鬼村	3
2572	滚	3
2573	郭伯雄	3
2574	国安局	3
2575	国防部	3
2576	国防科工委	3
2577	国管局	3
2578	国际法院	3
2579	国家民委	3
2580	国家主席	3
2581	国家主要部委	3
2582	海洛因	3
2583	海洋局	3
2584	何候华	3
2585	贺国强	3
2586	贺龙	3
2587	黑社会	3
2588	黑手党	3
2589	黑手党	3
2590	黑手党	3
2591	红卫兵	3
2592	洪兴	3
2593	洪志	3
2594	后庭	3
2595	胡XX	3
2596	胡紧涛	3
2597	胡紧掏	3
2598	胡紧套	3
2599	胡锦淘	3
2600	胡乔木	3
2601	胡耀邦	3
2602	胡主席	3
2603	花柳	3
2604	华国锋	3
2605	华建敏	3
2606	换妻	3
2607	黄　菊	3
2608	黄菊	3
2609	黄色电影	3
2610	黄色小电影	3
2611	回教	3
2612	回良玉	3
2613	回民暴动	3
2614	回族人吃猪肉	3
2615	昏药	3
2616	火棒	3
2617	机八	3
2618	机巴	3
2619	鸡八	3
2620	鸡芭	3
2621	鸡掰	3
2622	鸡奸	3
2623	基地组织	3
2624	基督	3
2625	基督教	3
2626	激情电影	3
2627	激情小电影	3
2628	计牌软件	3
2629	计生委	3
2630	妓	3
2631	妓女	3
2632	妓院	3
2633	贾庆林	3
2634	奸	3
2635	奸夫淫妇	3
2636	奸你	3
2637	奸淫	3
2638	贱	3
2639	贱逼	3
2640	贱货	3
2641	贱人	3
2642	江Core	3
2643	江八	3
2644	江八点	3
2645	江独裁	3
2646	江核心	3
2647	江青	3
2648	江戏子	3
2649	江择民	3
2650	江贼民	3
2651	江折民	3
2652	江猪	3
2653	江猪媳	3
2654	江主席	3
2655	僵贼民	3
2656	疆独	3
2657	蒋经国	3
2658	蒋中正	3
2659	酱猪媳	3
2660	交通部	3
2661	姣西	3
2662	叫床	3
2663	叫鸡	3
2664	叫小姐	3
2665	教育部	3
2666	她妈的金日成	3
2667	金正日	3
2668	禁书	3
2669	经济社会理事会	3
2670	经社理事会	3
2671	精液	3
2672	精子	3
2673	警匪一家	3
2674	敬国神社	3
2675	靖国神社	3
2676	静坐	3
2677	纠察员	3
2678	鸠	3
2679	鸠屎	3
2680	军长发威	3
2681	军国主义	3
2682	军妓	3
2683	尻	3
2684	靠	3
2685	靠你妈	3
2686	靠腰	3
2687	可待因	3
2688	可卡叶	3
2689	可卡因	3
2690	克林顿	3
2691	恐怖份子	3
2692	恐怖主义	3
2693	口交	3
2694	寇晓伟	3
2695	狂操	3
2696	狂操你全家	3
2697	拉登	3
2698	拉姆斯菲尔德	3
2699	懒教	3
2700	烂屄	3
2701	烂逼	3
2702	烂比	3
2703	烂屌	3
2704	烂货	3
2705	劳+教+所	3
2706	劳动保障部	3
2707	老逼	3
2708	老毛子	3
2709	老母	3
2710	黎阳评	3
2711	李长春	3
2712	李登辉	3
2713	李弘旨	3
2714	李红志	3
2715	李宏旨	3
2716	李宏志	3
2717	李洪志	3
2718	李岚清	3
2719	李鹏	3
2720	李鹏*	3
2721	李瑞环	3
2722	李山	3
2723	李铁映	3
2724	李先念	3
2725	连战	3
2726	联大	3
2727	联合国	3
2728	联合国大会	3
2729	联易	3
2730	联易互动	3
2731	粮食局	3
2732	两腿之间	3
2733	列宁	3
2734	林彪	3
2735	林业局	3
2736	刘　淇	3
2737	刘军	3
2738	刘淇	3
2739	刘少奇	3
2740	刘云山	3
2741	流氓	3
2742	六?四	3
2743	六合彩	3
2744	龙新民	3
2745	吕秀莲	3
2746	旅游局	3
2747	卵	3
2748	轮功	3
2749	轮奸	3
2750	罗　干	3
2751	罗干	3
2752	骡干	3
2753	妈逼	3
2754	妈比	3
2755	妈卖妈屁	3
2756	妈批	3
2757	妈祖	3
2758	妈B	3
2759	妈的	3
2760	麻醉钢枪	3
2761	麻醉枪	3
2762	麻醉药	3
2763	麻醉乙醚	3
2764	马克思	3
2765	马卖马屁	3
2766	马英九	3
2767	吗啡	3
2768	吗啡碱	3
2769	吗啡片	3
2770	买财富	3
2771	买卖枪支	3
2772	麦角酸	3
2773	卖.国	3
2774	卖B	3
2775	卖ID	3
2776	卖QQ	3
2777	卖逼	3
2778	卖比	3
2779	卖财富	3
2780	卖党求荣	3
2781	卖国	3
2782	卖国求荣	3
2783	卖号	3
2784	卖卡	3
2785	卖软件	3
2786	卖淫	3
2787	毛XX	3
2788	毛厕洞	3
2789	毛一鲜	3
2790	毛贼东	3
2791	毛主席	3
2792	梅花网	3
2793	美国	3
2794	美国佬	3
2795	美国之音	3
2796	美利坚	3
2797	蒙尘药	3
2798	蒙独	3
2799	蒙古达子	3
2800	蒙古独立	3
