ID	Job	Level	Patr	Icon	Des	Consume	LowForge	LowEquip	LoudhighForge	LoudhighEquip	Wish	Once
139	3	40	3	30yifu	40级衣服	15000	40007,25,40111,1,40211,1	3230124,6750,3230134,2250,3230145,750,3230155,250	40011,2	3230124,4500,3230134,2500,3230145,2000,3230155,1000	400	100
140	3	40	4	30xianglian	40级项链	15000	40007,25,40112,1,40212,1	3240124,6750,3240134,2250,3240145,750,3240155,250	40011,2	3240124,4500,3240134,2500,3240145,2000,3240155,1000	400	100
141	3	40	5	30yaodai	40级腰带	15000	40007,25,40113,1,40213,1	3250124,6750,3250134,2250,3250145,750,3250155,250	40011,2	3250124,4500,3250134,2500,3250145,2000,3250155,1000	400	100
142	3	40	6	30shouzhuo	40级手镯	15000	40007,25,40114,1,40214,1	3260124,6750,3260134,2250,3260145,750,3260155,250	40011,2	3260124,4500,3260134,2500,3260145,2000,3260155,1000	400	100
143	3	40	7	30xiezi	40级鞋子	15000	40007,25,40115,1,40215,1	3270124,6750,3270134,2250,3270145,750,3270155,250	40011,2	3270124,4500,3270134,2500,3270145,2000,3270155,1000	400	100
144	3	40	8	30jiezhi	40级戒指	15000	40007,25,40116,1,40216,1	3280124,6750,3280134,2250,3280145,750,3280155,250	40011,2	3280124,4500,3280134,2500,3280145,2000,3280155,1000	400	100
145	3	50	1	30maozi	50级头盔	30000	40008,10,40117,1,40217,1	3210164,6750,3210174,2250,3210185,750,3210195,250	40011,4	3210164,4500,3210174,2500,3210185,2000,3210195,1000	600	100
146	3	50	2	30wuqi	50级武器	30000	40008,10,40118,1,40218,1	3220164,6750,3220174,2250,3220185,750,3220195,250	40011,4	3220164,4500,3220174,2500,3220185,2000,3220195,1000	600	100
147	3	50	3	30yifu	50级衣服	30000	40008,10,40119,1,40219,1	3230164,6750,3230174,2250,3230185,750,3230195,250	40011,4	3230164,4500,3230174,2500,3230185,2000,3230195,1000	600	100
148	3	50	4	30xianglian	50级项链	30000	40008,10,40120,1,40220,1	3240164,6750,3240174,2250,3240185,750,3240195,250	40011,4	3240164,4500,3240174,2500,3240185,2000,3240195,1000	600	100
149	3	50	5	30yaodai	50级腰带	30000	40008,10,40121,1,40221,1	3250164,6750,3250174,2250,3250185,750,3250195,250	40011,4	3250164,4500,3250174,2500,3250185,2000,3250195,1000	600	100
150	3	50	6	30shouzhuo	50级手镯	30000	40008,10,40122,1,40222,1	3260164,6750,3260174,2250,3260185,750,3260195,250	40011,4	3260164,4500,3260174,2500,3260185,2000,3260195,1000	600	100
151	3	50	7	30xiezi	50级鞋子	30000	40008,10,40123,1,40223,1	3270164,6750,3270174,2250,3270185,750,3270195,250	40011,4	3270164,4500,3270174,2500,3270185,2000,3270195,1000	600	100
152	3	50	8	30jiezhi	50级戒指	30000	40008,10,40124,1,40224,1	3280164,6750,3280174,2250,3280185,750,3280195,250	40011,4	3280164,4500,3280174,2500,3280185,2000,3280195,1000	600	100
153	3	60	1	30maozi	60级头盔	60000	40008,25,40125,1,40225,1	3210204,6750,3210214,2250,3210225,750,3210235,250	40011,8	3210204,4500,3210214,2500,3210225,2000,3210235,1000	800	100
154	3	60	2	30wuqi	60级武器	60000	40008,25,40126,1,40226,1	3220204,6750,3220214,2250,3220225,750,3220235,250	40011,8	3220204,4500,3220214,2500,3220225,2000,3220235,1000	800	100
155	3	60	3	30yifu	60级衣服	60000	40008,25,40127,1,40227,1	3230204,6750,3230214,2250,3230225,750,3230235,250	40011,8	3230204,4500,3230214,2500,3230225,2000,3230235,1000	800	100
156	3	60	4	30xianglian	60级项链	60000	40008,25,40128,1,40228,1	3240204,6750,3240214,2250,3240225,750,3240235,250	40011,8	3240204,4500,3240214,2500,3240225,2000,3240235,1000	800	100
157	3	60	5	30yaodai	60级腰带	60000	40008,25,40129,1,40229,1	3250204,6750,3250214,2250,3250225,750,3250235,250	40011,8	3250204,4500,3250214,2500,3250225,2000,3250235,1000	800	100
158	3	60	6	30shouzhuo	60级手镯	60000	40008,25,40130,1,40230,1	3260204,6750,3260214,2250,3260225,750,3260235,250	40011,8	3260204,4500,3260214,2500,3260225,2000,3260235,1000	800	100
159	3	60	7	30xiezi	60级鞋子	60000	40008,25,40131,1,40231,1	3270204,6750,3270214,2250,3270225,750,3270235,250	40011,8	3270204,4500,3270214,2500,3270225,2000,3270235,1000	800	100
160	3	60	8	30jiezhi	60级戒指	60000	40008,25,40132,1,40232,1	3280204,6750,3280214,2250,3280225,750,3280235,250	40011,8	3280204,4500,3280214,2500,3280225,2000,3280235,1000	800	100
161	3	70	1	30maozi	70级头盔	120000	40009,10,40133,1,40233,1	3210204,6750,3210214,2250,3210225,750,3210235,250	40011,16	3210204,4500,3210214,2500,3210225,2000,3210235,1000	1000	100
162	3	70	2	30wuqi	70级武器	120000	40009,10,40134,1,40234,1	3220204,6750,3220214,2250,3220225,750,3220235,250	40011,16	3220204,4500,3220214,2500,3220225,2000,3220235,1000	1000	100
163	3	70	3	30yifu	70级衣服	120000	40009,10,40135,1,40235,1	3230204,6750,3230214,2250,3230225,750,3230235,250	40011,16	3230204,4500,3230214,2500,3230225,2000,3230235,1000	1000	100
164	3	70	4	30xianglian	70级项链	120000	40009,10,40136,1,40236,1	3240204,6750,3240214,2250,3240225,750,3240235,250	40011,16	3240204,4500,3240214,2500,3240225,2000,3240235,1000	1000	100
165	3	70	5	30yaodai	70级腰带	120000	40009,10,40137,1,40237,1	3250204,6750,3250214,2250,3250225,750,3250235,250	40011,16	3250204,4500,3250214,2500,3250225,2000,3250235,1000	1000	100
166	3	70	6	30shouzhuo	70级手镯	120000	40009,10,40138,1,40238,1	3260204,6750,3260214,2250,3260225,750,3260235,250	40011,16	3260204,4500,3260214,2500,3260225,2000,3260235,1000	1000	100
167	3	70	7	30xiezi	70级鞋子	120000	40009,10,40139,1,40239,1	3270204,6750,3270214,2250,3270225,750,3270235,250	40011,16	3270204,4500,3270214,2500,3270225,2000,3270235,1000	1000	100
168	3	70	8	30jiezhi	70级戒指	120000	40009,10,40140,1,40240,1	3280204,6750,3280214,2250,3280225,750,3280235,250	40011,16	3280204,4500,3280214,2500,3280225,2000,3280235,1000	1000	100
169	3	80	1	30maozi	80级头盔	250000	40009,25,40141,1,40241,1	3210204,6750,3210214,2250,3210225,750,3210235,250	40011,24	3210204,4500,3210214,2500,3210225,2000,3210235,1000	1000	100
170	3	80	2	30wuqi	80级武器	250000	40009,25,40142,1,40242,1	3220204,6750,3220214,2250,3220225,750,3220235,250	40011,24	3220204,4500,3220214,2500,3220225,2000,3220235,1000	1000	100
171	3	80	3	30yifu	80级衣服	250000	40009,25,40143,1,40243,1	3230204,6750,3230214,2250,3230225,750,3230235,250	40011,24	3230204,4500,3230214,2500,3230225,2000,3230235,1000	1000	100
172	3	80	4	30xianglian	80级项链	250000	40009,25,40144,1,40244,1	3240204,6750,3240214,2250,3240225,750,3240235,250	40011,24	3240204,4500,3240214,2500,3240225,2000,3240235,1000	1000	100
173	3	80	5	30yaodai	80级腰带	250000	40009,25,40145,1,40245,1	3250204,6750,3250214,2250,3250225,750,3250235,250	40011,24	3250204,4500,3250214,2500,3250225,2000,3250235,1000	1000	100
174	3	80	6	30shouzhuo	80级手镯	250000	40009,25,40146,1,40246,1	3260204,6750,3260214,2250,3260225,750,3260235,250	40011,24	3260204,4500,3260214,2500,3260225,2000,3260235,1000	1000	100
175	3	80	7	30xiezi	80级鞋子	250000	40009,25,40147,1,40247,1	3270204,6750,3270214,2250,3270225,750,3270235,250	40011,24	3270204,4500,3270214,2500,3270225,2000,3270235,1000	1000	100
176	3	80	8	30jiezhi	80级戒指	250000	40009,25,40148,1,40248,1	3280204,6750,3280214,2250,3280225,750,3280235,250	40011,24	3280204,4500,3280214,2500,3280225,2000,3280235,1000	1000	100
177	3	90	1	30maozi	90级头盔	500000	40010,10,40149,1,40249,1	3210204,6750,3210214,2250,3210225,750,3210235,250	40011,32	3210204,4500,3210214,2500,3210225,2000,3210235,1000	1000	100
178	3	90	2	30wuqi	90级武器	500000	40010,10,40150,1,40250,1	3220204,6750,3220214,2250,3220225,750,3220235,250	40011,32	3220204,4500,3220214,2500,3220225,2000,3220235,1000	1000	100
179	3	90	3	30yifu	90级衣服	500000	40010,10,40151,1,40251,1	3230204,6750,3230214,2250,3230225,750,3230235,250	40011,32	3230204,4500,3230214,2500,3230225,2000,3230235,1000	1000	100
180	3	90	4	30xianglian	90级项链	500000	40010,10,40152,1,40252,1	3240204,6750,3240214,2250,3240225,750,3240235,250	40011,32	3240204,4500,3240214,2500,3240225,2000,3240235,1000	1000	100
181	3	90	5	30yaodai	90级腰带	500000	40010,10,40153,1,40253,1	3250204,6750,3250214,2250,3250225,750,3250235,250	40011,32	3250204,4500,3250214,2500,3250225,2000,3250235,1000	1000	100
182	3	90	6	30shouzhuo	90级手镯	500000	40010,10,40154,1,40254,1	3260204,6750,3260214,2250,3260225,750,3260235,250	40011,32	3260204,4500,3260214,2500,3260225,2000,3260235,1000	1000	100
183	3	90	7	30xiezi	90级鞋子	500000	40010,10,40155,1,40255,1	3270204,6750,3270214,2250,3270225,750,3270235,250	40011,32	3270204,4500,3270214,2500,3270225,2000,3270235,1000	1000	100
184	3	90	8	30jiezhi	90级戒指	500000	40010,10,40156,1,40256,1	3280204,6750,3280214,2250,3280225,750,3280235,250	40011,32	3280204,4500,3280214,2500,3280225,2000,3280235,1000	1000	100
185	3	100	1	30maozi	100级头盔	1000000	40010,25,40157,1,40257,1	3210204,6750,3210214,2250,3210225,750,3210235,250	40011,40	3210204,4500,3210214,2500,3210225,2000,3210235,1000	1000	100
186	3	100	2	30wuqi	100级武器	1000000	40010,25,40158,1,40258,1	3220204,6750,3220214,2250,3220225,750,3220235,250	40011,40	3220204,4500,3220214,2500,3220225,2000,3220235,1000	1000	100
187	3	100	3	30yifu	100级衣服	1000000	40010,25,40159,1,40259,1	3230204,6750,3230214,2250,3230225,750,3230235,250	40011,40	3230204,4500,3230214,2500,3230225,2000,3230235,1000	1000	100
188	3	100	4	30xianglian	100级项链	1000000	40010,25,40160,1,40260,1	3240204,6750,3240214,2250,3240225,750,3240235,250	40011,40	3240204,4500,3240214,2500,3240225,2000,3240235,1000	1000	100
189	3	100	5	30yaodai	100级腰带	1000000	40010,25,40161,1,40261,1	3250204,6750,3250214,2250,3250225,750,3250235,250	40011,40	3250204,4500,3250214,2500,3250225,2000,3250235,1000	1000	100
190	3	100	6	30shouzhuo	100级手镯	1000000	40010,25,40162,1,40262,1	3260204,6750,3260214,2250,3260225,750,3260235,250	40011,40	3260204,4500,3260214,2500,3260225,2000,3260235,1000	1000	100
191	3	100	7	30xiezi	100级鞋子	1000000	40010,25,40163,1,40263,1	3270204,6750,3270214,2250,3270225,750,3270235,250	40011,40	3270204,4500,3270214,2500,3270225,2000,3270235,1000	1000	100
192	3	100	8	30jiezhi	100级戒指	1000000	40010,25,40164,1,40264,1	3280204,6750,3280214,2250,3280225,750,3280235,250	40011,40	3280204,4500,3280214,2500,3280225,2000,3280235,1000	1000	100
193	4	30	1	30maozi	30级头盔	5000	40007,10,40101,1,40201,1	4210114,9000,4210115,1000	40011,1	4210114,7000,4210115,3000	200	100
194	4	30	2	30wuqi	30级武器	5000	40007,10,40102,1,40202,1	4220114,9000,4220115,1000	40011,1	4220114,7000,4220115,3000	200	100
195	4	30	3	30yifu	30级衣服	5000	40007,10,40103,1,40203,1	4230114,9000,4230115,1000	40011,1	4230114,7000,4230115,3000	200	100
196	4	30	4	30xianglian	30级项链	5000	40007,10,40104,1,40204,1	4240114,9000,4240115,1000	40011,1	4240114,7000,4240115,3000	200	100
197	4	30	5	30yaodai	30级腰带	5000	40007,10,40105,1,40205,1	4250114,9000,4250115,1000	40011,1	4250114,7000,4250115,3000	200	100
198	4	30	6	30shouzhuo	30级手镯	5000	40007,10,40106,1,40206,1	4260114,9000,4260115,1000	40011,1	4260114,7000,4260115,3000	200	100
199	4	30	7	30xiezi	30级鞋子	5000	40007,10,40107,1,40207,1	4270114,9000,4270115,1000	40011,1	4270114,7000,4270115,3000	200	100
200	4	30	8	30jiezhi	30级戒指	5000	40007,10,40108,1,40208,1	4280114,9000,4280115,1000	40011,1	4280114,7000,4280115,3000	200	100
201	4	40	1	30maozi	40级头盔	15000	40007,25,40109,1,40209,1	4210124,6750,4210134,2250,4210145,750,4210155,250	40011,2	4210124,4500,4210134,2500,4210145,2000,4210155,1000	400	100
202	4	40	2	30wuqi	40级武器	15000	40007,25,40110,1,40210,1	4220124,6750,4220134,2250,4220145,750,4220155,250	40011,2	4220124,4500,4220134,2500,4220145,2000,4220155,1000	400	100
203	4	40	3	30yifu	40级衣服	15000	40007,25,40111,1,40211,1	4230124,6750,4230134,2250,4230145,750,4230155,250	40011,2	4230124,4500,4230134,2500,4230145,2000,4230155,1000	400	100
204	4	40	4	30xianglian	40级项链	15000	40007,25,40112,1,40212,1	4240124,6750,4240134,2250,4240145,750,4240155,250	40011,2	4240124,4500,4240134,2500,4240145,2000,4240155,1000	400	100
205	4	40	5	30yaodai	40级腰带	15000	40007,25,40113,1,40213,1	4250124,6750,4250134,2250,4250145,750,4250155,250	40011,2	4250124,4500,4250134,2500,4250145,2000,4250155,1000	400	100
206	4	40	6	30shouzhuo	40级手镯	15000	40007,25,40114,1,40214,1	4260124,6750,4260134,2250,4260145,750,4260155,250	40011,2	4260124,4500,4260134,2500,4260145,2000,4260155,1000	400	100
207	4	40	7	30xiezi	40级鞋子	15000	40007,25,40115,1,40215,1	4270124,6750,4270134,2250,4270145,750,4270155,250	40011,2	4270124,4500,4270134,2500,4270145,2000,4270155,1000	400	100
208	4	40	8	30jiezhi	40级戒指	15000	40007,25,40116,1,40216,1	4280124,6750,4280134,2250,4280145,750,4280155,250	40011,2	4280124,4500,4280134,2500,4280145,2000,4280155,1000	400	100
209	4	50	1	30maozi	50级头盔	30000	40008,10,40117,1,40217,1	4210164,6750,4210174,2250,4210185,750,4210195,250	40011,4	4210164,4500,4210174,2500,4210185,2000,4210195,1000	600	100
210	4	50	2	30wuqi	50级武器	30000	40008,10,40118,1,40218,1	4220164,6750,4220174,2250,4220185,750,4220195,250	40011,4	4220164,4500,4220174,2500,4220185,2000,4220195,1000	600	100
211	4	50	3	30yifu	50级衣服	30000	40008,10,40119,1,40219,1	4230164,6750,4230174,2250,4230185,750,4230195,250	40011,4	4230164,4500,4230174,2500,4230185,2000,4230195,1000	600	100
212	4	50	4	30xianglian	50级项链	30000	40008,10,40120,1,40220,1	4240164,6750,4240174,2250,4240185,750,4240195,250	40011,4	4240164,4500,4240174,2500,4240185,2000,4240195,1000	600	100
213	4	50	5	30yaodai	50级腰带	30000	40008,10,40121,1,40221,1	4250164,6750,4250174,2250,4250185,750,4250195,250	40011,4	4250164,4500,4250174,2500,4250185,2000,4250195,1000	600	100
214	4	50	6	30shouzhuo	50级手镯	30000	40008,10,40122,1,40222,1	4260164,6750,4260174,2250,4260185,750,4260195,250	40011,4	4260164,4500,4260174,2500,4260185,2000,4260195,1000	600	100
215	4	50	7	30xiezi	50级鞋子	30000	40008,10,40123,1,40223,1	4270164,6750,4270174,2250,4270185,750,4270195,250	40011,4	4270164,4500,4270174,2500,4270185,2000,4270195,1000	600	100
216	4	50	8	30jiezhi	50级戒指	30000	40008,10,40124,1,40224,1	4280164,6750,4280174,2250,4280185,750,4280195,250	40011,4	4280164,4500,4280174,2500,4280185,2000,4280195,1000	600	100
217	4	60	1	30maozi	60级头盔	60000	40008,25,40125,1,40225,1	4210204,6750,4210214,2250,4210225,750,4210235,250	40011,8	4210204,4500,4210214,2500,4210225,2000,4210235,1000	800	100
218	4	60	2	30wuqi	60级武器	60000	40008,25,40126,1,40226,1	4220204,6750,4220214,2250,4220225,750,4220235,250	40011,8	4220204,4500,4220214,2500,4220225,2000,4220235,1000	800	100
219	4	60	3	30yifu	60级衣服	60000	40008,25,40127,1,40227,1	4230204,6750,4230214,2250,4230225,750,4230235,250	40011,8	4230204,4500,4230214,2500,4230225,2000,4230235,1000	800	100
220	4	60	4	30xianglian	60级项链	60000	40008,25,40128,1,40228,1	4240204,6750,4240214,2250,4240225,750,4240235,250	40011,8	4240204,4500,4240214,2500,4240225,2000,4240235,1000	800	100
221	4	60	5	30yaodai	60级腰带	60000	40008,25,40129,1,40229,1	4250204,6750,4250214,2250,4250225,750,4250235,250	40011,8	4250204,4500,4250214,2500,4250225,2000,4250235,1000	800	100
222	4	60	6	30shouzhuo	60级手镯	60000	40008,25,40130,1,40230,1	4260204,6750,4260214,2250,4260225,750,4260235,250	40011,8	4260204,4500,4260214,2500,4260225,2000,4260235,1000	800	100
223	4	60	7	30xiezi	60级鞋子	60000	40008,25,40131,1,40231,1	4270204,6750,4270214,2250,4270225,750,4270235,250	40011,8	4270204,4500,4270214,2500,4270225,2000,4270235,1000	800	100
224	4	60	8	30jiezhi	60级戒指	60000	40008,25,40132,1,40232,1	4280204,6750,4280214,2250,4280225,750,4280235,250	40011,8	4280204,4500,4280214,2500,4280225,2000,4280235,1000	800	100
225	4	70	1	30maozi	70级头盔	120000	40009,10,40133,1,40233,1	4210204,6750,4210214,2250,4210225,750,4210235,250	40011,16	4210204,4500,4210214,2500,4210225,2000,4210235,1000	1000	100
226	4	70	2	30wuqi	70级武器	120000	40009,10,40134,1,40234,1	4220204,6750,4220214,2250,4220225,750,4220235,250	40011,16	4220204,4500,4220214,2500,4220225,2000,4220235,1000	1000	100
227	4	70	3	30yifu	70级衣服	120000	40009,10,40135,1,40235,1	4230204,6750,4230214,2250,4230225,750,4230235,250	40011,16	4230204,4500,4230214,2500,4230225,2000,4230235,1000	1000	100
228	4	70	4	30xianglian	70级项链	120000	40009,10,40136,1,40236,1	4240204,6750,4240214,2250,4240225,750,4240235,250	40011,16	4240204,4500,4240214,2500,4240225,2000,4240235,1000	1000	100
229	4	70	5	30yaodai	70级腰带	120000	40009,10,40137,1,40237,1	4250204,6750,4250214,2250,4250225,750,4250235,250	40011,16	4250204,4500,4250214,2500,4250225,2000,4250235,1000	1000	100
230	4	70	6	30shouzhuo	70级手镯	120000	40009,10,40138,1,40238,1	4260204,6750,4260214,2250,4260225,750,4260235,250	40011,16	4260204,4500,4260214,2500,4260225,2000,4260235,1000	1000	100
231	4	70	7	30xiezi	70级鞋子	120000	40009,10,40139,1,40239,1	4270204,6750,4270214,2250,4270225,750,4270235,250	40011,16	4270204,4500,4270214,2500,4270225,2000,4270235,1000	1000	100
232	4	70	8	30jiezhi	70级戒指	120000	40009,10,40140,1,40240,1	4280204,6750,4280214,2250,4280225,750,4280235,250	40011,16	4280204,4500,4280214,2500,4280225,2000,4280235,1000	1000	100
233	4	80	1	30maozi	80级头盔	250000	40009,25,40141,1,40241,1	4210204,6750,4210214,2250,4210225,750,4210235,250	40011,24	4210204,4500,4210214,2500,4210225,2000,4210235,1000	1000	100
234	4	80	2	30wuqi	80级武器	250000	40009,25,40142,1,40242,1	4220204,6750,4220214,2250,4220225,750,4220235,250	40011,24	4220204,4500,4220214,2500,4220225,2000,4220235,1000	1000	100
235	4	80	3	30yifu	80级衣服	250000	40009,25,40143,1,40243,1	4230204,6750,4230214,2250,4230225,750,4230235,250	40011,24	4230204,4500,4230214,2500,4230225,2000,4230235,1000	1000	100
236	4	80	4	30xianglian	80级项链	250000	40009,25,40144,1,40244,1	4240204,6750,4240214,2250,4240225,750,4240235,250	40011,24	4240204,4500,4240214,2500,4240225,2000,4240235,1000	1000	100
237	4	80	5	30yaodai	80级腰带	250000	40009,25,40145,1,40245,1	4250204,6750,4250214,2250,4250225,750,4250235,250	40011,24	4250204,4500,4250214,2500,4250225,2000,4250235,1000	1000	100
238	4	80	6	30shouzhuo	80级手镯	250000	40009,25,40146,1,40246,1	4260204,6750,4260214,2250,4260225,750,4260235,250	40011,24	4260204,4500,4260214,2500,4260225,2000,4260235,1000	1000	100
239	4	80	7	30xiezi	80级鞋子	250000	40009,25,40147,1,40247,1	4270204,6750,4270214,2250,4270225,750,4270235,250	40011,24	4270204,4500,4270214,2500,4270225,2000,4270235,1000	1000	100
240	4	80	8	30jiezhi	80级戒指	250000	40009,25,40148,1,40248,1	4280204,6750,4280214,2250,4280225,750,4280235,250	40011,24	4280204,4500,4280214,2500,4280225,2000,4280235,1000	1000	100
241	4	90	1	30maozi	90级头盔	500000	40010,10,40149,1,40249,1	4210204,6750,4210214,2250,4210225,750,4210235,250	40011,32	4210204,4500,4210214,2500,4210225,2000,4210235,1000	1000	100
242	4	90	2	30wuqi	90级武器	500000	40010,10,40150,1,40250,1	4220204,6750,4220214,2250,4220225,750,4220235,250	40011,32	4220204,4500,4220214,2500,4220225,2000,4220235,1000	1000	100
243	4	90	3	30yifu	90级衣服	500000	40010,10,40151,1,40251,1	4230204,6750,4230214,2250,4230225,750,4230235,250	40011,32	4230204,4500,4230214,2500,4230225,2000,4230235,1000	1000	100
244	4	90	4	30xianglian	90级项链	500000	40010,10,40152,1,40252,1	4240204,6750,4240214,2250,4240225,750,4240235,250	40011,32	4240204,4500,4240214,2500,4240225,2000,4240235,1000	1000	100
245	4	90	5	30yaodai	90级腰带	500000	40010,10,40153,1,40253,1	4250204,6750,4250214,2250,4250225,750,4250235,250	40011,32	4250204,4500,4250214,2500,4250225,2000,4250235,1000	1000	100
246	4	90	6	30shouzhuo	90级手镯	500000	40010,10,40154,1,40254,1	4260204,6750,4260214,2250,4260225,750,4260235,250	40011,32	4260204,4500,4260214,2500,4260225,2000,4260235,1000	1000	100
247	4	90	7	30xiezi	90级鞋子	500000	40010,10,40155,1,40255,1	4270204,6750,4270214,2250,4270225,750,4270235,250	40011,32	4270204,4500,4270214,2500,4270225,2000,4270235,1000	1000	100
248	4	90	8	30jiezhi	90级戒指	500000	40010,10,40156,1,40256,1	4280204,6750,4280214,2250,4280225,750,4280235,250	40011,32	4280204,4500,4280214,2500,4280225,2000,4280235,1000	1000	100
249	4	100	1	30maozi	100级头盔	1000000	40010,25,40157,1,40257,1	4210204,6750,4210214,2250,4210225,750,4210235,250	40011,40	4210204,4500,4210214,2500,4210225,2000,4210235,1000	1000	100
250	4	100	2	30wuqi	100级武器	1000000	40010,25,40158,1,40258,1	4220204,6750,4220214,2250,4220225,750,4220235,250	40011,40	4220204,4500,4220214,2500,4220225,2000,4220235,1000	1000	100
251	4	100	3	30yifu	100级衣服	1000000	40010,25,40159,1,40259,1	4230204,6750,4230214,2250,4230225,750,4230235,250	40011,40	4230204,4500,4230214,2500,4230225,2000,4230235,1000	1000	100
252	4	100	4	30xianglian	100级项链	1000000	40010,25,40160,1,40260,1	4240204,6750,4240214,2250,4240225,750,4240235,250	40011,40	4240204,4500,4240214,2500,4240225,2000,4240235,1000	1000	100
253	4	100	5	30yaodai	100级腰带	1000000	40010,25,40161,1,40261,1	4250204,6750,4250214,2250,4250225,750,4250235,250	40011,40	4250204,4500,4250214,2500,4250225,2000,4250235,1000	1000	100
254	4	100	6	30shouzhuo	100级手镯	1000000	40010,25,40162,1,40262,1	4260204,6750,4260214,2250,4260225,750,4260235,250	40011,40	4260204,4500,4260214,2500,4260225,2000,4260235,1000	1000	100
255	4	100	7	30xiezi	100级鞋子	1000000	40010,25,40163,1,40263,1	4270204,6750,4270214,2250,4270225,750,4270235,250	40011,40	4270204,4500,4270214,2500,4270225,2000,4270235,1000	1000	100
