ID	Name	ItemTypeText	ItemText	ResId	ItemLevel	Occupation	ItemQuality	ItemType	ItemClassify	Sort	CostTime	UseEffect	Batch	UseCount	Remind	Stackable	Discard	OtherEffect	Sound	Model	QualityEffect	Announcement	Warehouse	bind	NoBindId	Intensify
74018	紫色生命宝石8级	宝石	生命增加701	72018	1	0	4	11	2	237	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74019	紫色生命宝石9级	宝石	生命增加988	72019	1	0	4	11	2	238	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74021	紫色生命回复宝石1级	宝石	生命回复增加9	72021	1	0	4	11	2	239	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74022	紫色生命回复宝石2级	宝石	生命回复增加12	72022	1	0	4	11	2	240	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74023	紫色生命回复宝石3级	宝石	生命回复增加17	72023	1	0	4	11	2	241	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74024	紫色生命回复宝石4级	宝石	生命回复增加23	72024	1	0	4	11	2	242	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74025	紫色生命回复宝石5级	宝石	生命回复增加32	72025	1	0	4	11	2	243	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74026	紫色生命回复宝石6级	宝石	生命回复增加45	72026	1	0	4	11	2	244	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74027	紫色生命回复宝石7级	宝石	生命回复增加63	72027	1	0	4	11	2	245	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74028	紫色生命回复宝石8级	宝石	生命回复增加88	72028	1	0	4	11	2	246	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74029	紫色生命回复宝石9级	宝石	生命回复增加124	72029	1	0	4	11	2	247	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74031	紫色物理防御宝石1级	宝石	物理防御增加17	71011	1	0	4	11	2	248	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74032	紫色物理防御宝石2级	宝石	物理防御增加24	71012	1	0	4	11	2	249	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74033	紫色物理防御宝石3级	宝石	物理防御增加34	71013	1	0	4	11	2	250	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74034	紫色物理防御宝石4级	宝石	物理防御增加45	71014	1	0	4	11	2	251	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74035	紫色物理防御宝石5级	宝石	物理防御增加64	71015	1	0	4	11	2	252	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74036	紫色物理防御宝石6级	宝石	物理防御增加90	71016	1	0	4	11	2	253	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74037	紫色物理防御宝石7级	宝石	物理防御增加126	71017	1	0	4	11	2	254	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74038	紫色物理防御宝石8级	宝石	物理防御增加176	71018	1	0	4	11	2	255	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74039	紫色物理防御宝石9级	宝石	物理防御增加247	71019	1	0	4	11	2	256	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74041	紫色法术防御宝石1级	宝石	法术防御增加17	71021	1	0	4	11	2	257	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74042	紫色法术防御宝石2级	宝石	法术防御增加24	71022	1	0	4	11	2	258	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74043	紫色法术防御宝石3级	宝石	法术防御增加34	71023	1	0	4	11	2	259	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74044	紫色法术防御宝石4级	宝石	法术防御增加45	71024	1	0	4	11	2	260	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74045	紫色法术防御宝石5级	宝石	法术防御增加64	71025	1	0	4	11	2	261	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74046	紫色法术防御宝石6级	宝石	法术防御增加90	71026	1	0	4	11	2	262	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74047	紫色法术防御宝石7级	宝石	法术防御增加126	71027	1	0	4	11	2	263	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74048	紫色法术防御宝石8级	宝石	法术防御增加176	71028	1	0	4	11	2	264	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74049	紫色法术防御宝石9级	宝石	法术防御增加247	71029	1	0	4	11	2	265	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74051	紫色物理吸血宝石1级	宝石	物理吸血增加9	73051	1	0	4	11	2	266	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74052	紫色物理吸血宝石2级	宝石	物理吸血增加12	73052	1	0	4	11	2	267	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74053	紫色物理吸血宝石3级	宝石	物理吸血增加17	73053	1	0	4	11	2	268	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74054	紫色物理吸血宝石4级	宝石	物理吸血增加23	73054	1	0	4	11	2	269	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74055	紫色物理吸血宝石5级	宝石	物理吸血增加32	73055	1	0	4	11	2	270	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74056	紫色物理吸血宝石6级	宝石	物理吸血增加45	73056	1	0	4	11	2	271	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74057	紫色物理吸血宝石7级	宝石	物理吸血增加63	73057	1	0	4	11	2	272	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74058	紫色物理吸血宝石8级	宝石	物理吸血增加88	73058	1	0	4	11	2	273	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74059	紫色物理吸血宝石9级	宝石	物理吸血增加124	73059	1	0	4	11	2	274	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74061	紫色法术吸血宝石1级	宝石	法术吸血增加9	73061	1	0	4	11	2	275	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74062	紫色法术吸血宝石2级	宝石	法术吸血增加12	73062	1	0	4	11	2	276	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74063	紫色法术吸血宝石3级	宝石	法术吸血增加17	73063	1	0	4	11	2	277	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74064	紫色法术吸血宝石4级	宝石	法术吸血增加23	73064	1	0	4	11	2	278	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74065	紫色法术吸血宝石5级	宝石	法术吸血增加32	73065	1	0	4	11	2	279	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74066	紫色法术吸血宝石6级	宝石	法术吸血增加45	73066	1	0	4	11	2	280	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74067	紫色法术吸血宝石7级	宝石	法术吸血增加63	73067	1	0	4	11	2	281	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74068	紫色法术吸血宝石8级	宝石	法术吸血增加88	73068	1	0	4	11	2	282	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74069	紫色法术吸血宝石9级	宝石	法术吸血增加124	73069	1	0	4	11	2	283	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74071	紫色法力宝石1级	宝石	法力增加9	72051	1	0	4	11	2	284	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74072	紫色法力宝石2级	宝石	法力增加12	72052	1	0	4	11	2	285	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74073	紫色法力宝石3级	宝石	法力增加17	72053	1	0	4	11	2	286	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74074	紫色法力宝石4级	宝石	法力增加23	72054	1	0	4	11	2	287	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74075	紫色法力宝石5级	宝石	法力增加32	72055	1	0	4	11	2	288	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74076	紫色法力宝石6级	宝石	法力增加45	72056	1	0	4	11	2	289	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74077	紫色法力宝石7级	宝石	法力增加63	72057	1	0	4	11	2	290	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74078	紫色法力宝石8级	宝石	法力增加88	72058	1	0	4	11	2	291	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74079	紫色法力宝石9级	宝石	法力增加124	72059	1	0	4	11	2	292	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74081	紫色法力回复宝石1级	宝石	法力回复增加9	72061	1	0	4	11	2	293	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74082	紫色法力回复宝石2级	宝石	法力回复增加12	72062	1	0	4	11	2	294	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74083	紫色法力回复宝石3级	宝石	法力回复增加17	72063	1	0	4	11	2	295	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74084	紫色法力回复宝石4级	宝石	法力回复增加23	72064	1	0	4	11	2	296	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74085	紫色法力回复宝石5级	宝石	法力回复增加32	72065	1	0	4	11	2	297	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74086	紫色法力回复宝石6级	宝石	法力回复增加45	72066	1	0	4	11	2	298	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74087	紫色法力回复宝石7级	宝石	法力回复增加63	72067	1	0	4	11	2	299	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74088	紫色法力回复宝石8级	宝石	法力回复增加88	72068	1	0	4	11	2	300	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74089	紫色法力回复宝石9级	宝石	法力回复增加124	72069	1	0	4	11	2	301	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74091	紫色物理攻击宝石1级	宝石	物理攻击增加17	71031	1	0	4	11	2	302	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74092	紫色物理攻击宝石2级	宝石	物理攻击增加24	71032	1	0	4	11	2	303	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74093	紫色物理攻击宝石3级	宝石	物理攻击增加34	71033	1	0	4	11	2	304	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74094	紫色物理攻击宝石4级	宝石	物理攻击增加45	71034	1	0	4	11	2	305	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74095	紫色物理攻击宝石5级	宝石	物理攻击增加64	71035	1	0	4	11	2	306	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74096	紫色物理攻击宝石6级	宝石	物理攻击增加90	71036	1	0	4	11	2	307	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74097	紫色物理攻击宝石7级	宝石	物理攻击增加126	71037	1	0	4	11	2	308	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74098	紫色物理攻击宝石8级	宝石	物理攻击增加176	71038	1	0	4	11	2	309	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74099	紫色物理攻击宝石9级	宝石	物理攻击增加247	71039	1	0	4	11	2	310	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74101	紫色法术攻击宝石1级	宝石	法术攻击增加17	71041	1	0	4	11	2	311	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74102	紫色法术攻击宝石2级	宝石	法术攻击增加24	71042	1	0	4	11	2	312	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74103	紫色法术攻击宝石3级	宝石	法术攻击增加34	71043	1	0	4	11	2	313	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74104	紫色法术攻击宝石4级	宝石	法术攻击增加45	71044	1	0	4	11	2	314	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74105	紫色法术攻击宝石5级	宝石	法术攻击增加64	71045	1	0	4	11	2	315	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74106	紫色法术攻击宝石6级	宝石	法术攻击增加90	71046	1	0	4	11	2	316	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74107	紫色法术攻击宝石7级	宝石	法术攻击增加126	71047	1	0	4	11	2	317	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74108	紫色法术攻击宝石8级	宝石	法术攻击增加176	71048	1	0	4	11	2	318	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74109	紫色法术攻击宝石9级	宝石	法术攻击增加247	71049	1	0	4	11	2	319	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74111	紫色物理穿透宝石1级	宝石	物理穿透增加9	73111	1	0	4	11	2	320	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74112	紫色物理穿透宝石2级	宝石	物理穿透增加12	73112	1	0	4	11	2	321	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74113	紫色物理穿透宝石3级	宝石	物理穿透增加17	73113	1	0	4	11	2	322	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74114	紫色物理穿透宝石4级	宝石	物理穿透增加23	73114	1	0	4	11	2	323	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74115	紫色物理穿透宝石5级	宝石	物理穿透增加32	73115	1	0	4	11	2	324	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74116	紫色物理穿透宝石6级	宝石	物理穿透增加45	73116	1	0	4	11	2	325	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74117	紫色物理穿透宝石7级	宝石	物理穿透增加63	73117	1	0	4	11	2	326	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74118	紫色物理穿透宝石8级	宝石	物理穿透增加88	73118	1	0	4	11	2	327	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74119	紫色物理穿透宝石9级	宝石	物理穿透增加124	73119	1	0	4	11	2	328	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74121	紫色法术穿透宝石1级	宝石	法术穿透增加9	73121	1	0	4	11	2	329	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74122	紫色法术穿透宝石2级	宝石	法术穿透增加12	73122	1	0	4	11	2	330	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74123	紫色法术穿透宝石3级	宝石	法术穿透增加17	73123	1	0	4	11	2	331	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74124	紫色法术穿透宝石4级	宝石	法术穿透增加23	73124	1	0	4	11	2	332	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
74125	紫色法术穿透宝石5级	宝石	法术穿透增加32	73125	1	0	4	11	2	333	0	1	1	0	0	1	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
